"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"529",2021-10-17,-32.1040322665962,-9.43158257350967,2.22885774061123,-25.7280752249798,-17.9639107985598,-4.72059637371853,9.96541779454883,-9.23775756696631,0.559996288879894,6.43852673757675,-13.5570278794902,-8.56063083265757,-5.50075642413664,12.7447106389588,19.67142582592,1.78002680116098,3.76198198132538,-29.2904467685562,-27.0013715671957,7.34763659620724,2.9067193199653,-30.016791891765,-3.61851178810949,3.9100795698363,-15.3454379210511,-17.7169726769265,8.59968351882932,0.410317262760377,-18.7249522057934,-7.45296048594327,-6.15018943656193,-21.7195049071108,2.64000601951482,3.8106099365623,4.60220398241231,-38.768880304361,-3.98065460664457,-13.1420902236275,-12.0785148527745,-5.64241876425158,3.83790201911714,4.94741837999359,-17.3142760712131,-8.14229870158103,7.02020025667384,-17.2613307234548,-13.6365132251324,-8.28264495155915,-2.62547546396,-22.0486173129402,24.2646236325988,-53.9998925451879,-9.56453247318378,-48.1954643870173,-9.51364030202009,-0.299434589054007
"530",2021-10-18,4.04869649275928,9.71152592119168,-23.1230262232072,-17.411287726746,-2.09075391552671,16.6182652267696,4.8319798490337,12.8542727759652,13.658471733364,-11.1125424911375,-7.96872137081364,-2.78046261391767,19.2426285228372,30.0524645094225,13.9675527867052,11.2492739494233,-26.4035962143858,-26.2118768672155,9.79864697438802,10.1932077604014,-13.1583086565959,9.28522406536544,11.4462154656621,-12.6780147003638,-16.8956634159595,11.078524477203,7.94132863529097,-3.27951271690261,5.97615928941152,2.24126490316161,-18.8082311302793,3.39299313825823,6.48325354385334,11.8708098512337,-20.6562876022869,9.06066795306859,-4.12761949234529,-9.30954851788387,-4.74576047072886,6.57346514095542,12.2439294437575,-1.95181242592218,5.46881588168333,14.4857085467517,-14.2724918078204,-12.5867515146435,-5.13082877429608,5.31068633248907,-6.01410832927786,33.8302883081541,-41.5403462241688,-6.68657078395106,-46.7157704007977,-6.25397532343916,7.51367612343229,-1.45466796912331
"531",2021-10-19,6.11888056865012,-26.3152665937077,-19.5442793780334,-2.9038259983831,14.7268628219555,0.387361609061241,8.58817197544808,9.17090018362278,-15.2251234207704,-10.9851816230962,-4.53541482667755,16.6225152227313,25.9619400606875,8.67124287563917,5.55498383138675,-32.4853156743879,-30.9748471055238,7.43374489234453,6.4003554623263,-21.1093867178527,2.5572520787733,4.68520487916081,-19.3519540049692,-22.4559402806917,7.93120055561976,3.14951421805688,-11.7545540611733,-2.18210858247232,-6.41446378723355,-27.1679924730344,-2.1545223011837,2.31200224525204,6.41565167501194,-31.9814831593102,0.0241699297352002,-14.6173380505469,-18.2198178432391,-11.7962503339014,1.5426185396242,5.94502786642084,-12.7258719943747,-5.11568209621172,4.82754585674016,-24.8635748472816,-21.2815496372921,-11.7673508845897,-2.42407626582329,-18.4712021593865,25.5876052917986,-59.2543681747572,-17.7681012062926,-59.5057353627948,-13.9509300468402,-0.960379247641241,-14.5770743005965,12.7300230552753
"532",2021-10-20,-29.3031911522908,-21.2209773079241,-3.31712428994707,14.3394943424895,-1.06828663865619,6.11555636326328,5.74101797873147,-19.0662206152632,-13.498547430346,-5.80203001990898,15.5291201226173,24.1298457728673,5.2164119375568,1.0076973248555,-38.1750250240617,-35.065861743571,5.56376584430226,4.37350274799581,-25.3223610973348,-2.16741210572346,-0.884170740261902,-25.6166604492997,-27.3291028755415,5.32818486599538,0.22785042205896,-16.7546135498634,-8.21388894367976,-13.7165248884814,-35.0485070741933,-7.09147184230123,-1.23709703432824,2.79838641394906,-39.1895910939612,-6.92055069667837,-23.6395058572565,-26.6594500866099,-18.1503092559888,-2.82674840610613,1.51376974418811,-19.9865587351267,-13.5034059348166,-3.61669718434606,-34.9466367035959,-29.2037211207631,-17.6257152153404,-8.11390122041677,-27.253742758554,18.8883531363264,-74.9654683437549,-28.3745816888652,-71.2746005148148,-20.8386481388313,-7.41867701985598,-24.1769105744017,3.98820349946904,26.2270476955988
"533",2021-10-21,-11.0578247956214,1.98290895422468,16.3133595584056,1.03440418705049,11.5347244999142,15.8835413196698,-3.04427889773829,-0.298987751512734,2.96629427543373,20.3736510719198,28.7847294475473,14.6405561298765,15.4470076944017,-14.8322461107934,-15.1437495777287,16.2646530017011,13.012383558325,-12.7886412000456,12.0387563825076,17.5058881085446,-0.266924786828971,-4.72779417814825,18.8342213072053,12.4067978115838,-0.772288986475993,10.9086526591714,10.9586117825556,-3.54967592344921,15.0081970196033,16.070865412172,17.6305056722799,-15.2375038740264,15.8038228032134,7.27787614738603,6.69330580547599,9.51205000763039,17.560204224537,19.4347427980371,4.69322793786982,14.4901213173275,25.5616855991503,4.47505292169283,4.49897129851042,8.79344897942848,14.6156432173165,3.00609768562849,41.526765379527,-20.4305072836603,12.6682226883265,-22.1923925372013,9.3733152487674,18.0886873215629,9.16132069423036,33.7557293255859,51.3402964305094,31.405341868791
"534",2021-10-22,5.63987744520576,18.4376092362982,2.31603785862749,12.5108518786333,18.2057626317751,2.05794783577952,5.60580962198089,8.09518480237713,23.7071458401933,31.1126287689094,17.4136627389206,19.5568734465716,-6.92691657411423,-6.44045982009556,21.9866298481183,18.0828847992549,-6.87293257184563,16.79035173123,23.2535906050527,8.57572818225416,4.93427456664719,25.6313576192535,18.9468155184002,6.50752281309197,17.6473346851684,19.0450350276764,7.58882853591258,24.2632124988629,24.3872992811817,25.125151179284,-4.62798958410368,24.0005163341292,17.6666703223542,18.5409484034391,20.8675784971419,26.9889524869677,28.0767201323174,15.3613659802822,24.6804714803732,35.4887714562179,18.4620723436725,18.0658179584231,20.6132839627239,25.1608428068734,15.7948828222085,49.7776451333864,-1.79049122115588,27.1578981830996,-2.81278780688556,22.4924204486061,29.5316188517387,22.9527528314761,44.5643461323703,59.9193039822972,44.1268692394175,37.0583899216352
"535",2021-10-23,16.4433349864357,0.500390961325733,11.7540678408855,17.6529033199261,0.479087292119185,3.01175742988285,4.90309967801941,21.0206521935776,28.955989247515,15.576401809027,17.9342770910268,-10.012694928135,-10.5660501657703,18.4591059788922,14.2928575799313,-11.6305957141913,13.7572307254096,20.6310628433776,4.7273918585238,0.145528634317123,21.4695857167438,14.2758897067456,1.06119272900874,13.4212599392256,15.0935999304039,2.42666864065885,19.541704599226,19.3228368557827,19.9352805670209,-12.2196446308861,18.9161461357098,12.3856017485814,12.822303539658,14.9575726912042,21.2733746978246,22.2262562414495,7.9576479033626,18.4089067233164,30.3130631375517,11.5179494684526,10.902463694427,13.4771636762755,18.145769678857,7.11745166388114,44.730913157173,-11.678459053277,19.8157027228732,-13.1552967114021,14.600934274665,22.0258882225477,13.757689704811,37.9870656129303,55.3119215010588,37.5811189325239,29.8695464440078,37.5753494262066
"536",2021-10-24,-8.28275620686437,6.37496389953479,15.5746531954189,-1.35205743692442,-1.09003723362545,-2.44998994378045,12.1950301123412,19.8874539746338,6.8875043133217,12.5448033949721,-16.1606605679659,-18.9258983852933,9.57162870812364,1.78916892374092,-30.4523131831356,1.10097807812201,12.0678458891067,-4.31359649007087,-10.8469601265712,10.3444131169548,-1.25477132912375,-19.8380153213555,-3.2498642666542,2.18844488586356,-10.7957003511549,7.81360234719392,5.17386600793761,2.51030725188759,-40.9041661391489,-0.579811824866844,-4.9693384432957,-2.67915438302806,-0.57995990166285,4.7278526085421,2.36804853724455,-19.8232524240686,-5.29614321558074,13.1507937800596,-8.11536941056656,-8.78357453455561,-7.81324824128596,-5.94479176012507,-25.3895617273344,25.7756548255224,-44.812979851537,-1.66029683515263,-42.6390370454007,-9.57790824363151,-4.065834623478,-20.7538693773524,13.3141636298219,39.6946907455421,17.8728831042852,8.71862043454236,17.512669783865,15.6415524571466
"537",2021-10-25,9.49911433722552,17.3877847869077,-0.497638162052111,-0.505747039766148,-1.02162206576755,14.6596581017002,23.4470245134173,11.2453667753256,15.6209881976802,-13.6687561933303,-16.8887821475701,11.7667135616709,5.58142563607401,-23.0824744073149,7.03061674627326,16.3400610738388,-0.743503139809317,-7.70980118273806,13.4344442577492,3.70727006421988,-11.6484939851554,4.27087727973687,8.22514729405603,-5.61553069494302,11.4366213689123,9.3953877166475,8.286434929226,-29.636197640331,8.01586710823101,2.85924471992719,3.38381307165137,4.46220703025799,9.9140648568614,9.13839827915553,-8.87233705157834,5.00470421765967,20.7222605078283,-0.427142730926967,-2.17006765453323,-0.889512336209924,2.4565746949646,-12.522941595695,33.9363224894941,-30.4005248937031,6.77255213199269,-32.4692998434008,-1.48307937328082,5.20777399507546,-7.03177506839942,23.8745891201589,46.4261234280998,25.6399242879084,16.1708444477358,24.3919025423949,23.975207879412,22.1086582423788
"538",2021-10-26,14.0125047824742,-2.94806931381873,-1.40142259936518,-1.66176641121369,13.1975736332371,20.4049586914883,5.91578179103588,10.718921411467,-18.2512618370144,-19.5312408307227,10.0986190113153,2.7197022878532,-29.9044230650347,-0.167247946795845,10.0256256915409,-6.42339210155288,-11.6324829142603,10.7004108343065,-0.491012279875771,-19.6029723492005,-4.81756650507285,-0.310186207330674,-13.2810622533157,6.97746743864838,5.37514059456537,3.05837811480634,-40.9403313094087,-2.34169888620143,-7.89168597619455,-5.20685258183476,-1.69045394716728,4.75481563185732,2.73038556242062,-20.1173811673017,-7.38369042760831,10.5357843063485,-11.0109885665945,-10.1977034101738,-7.98015907713409,-5.75293188467055,-25.970530877208,24.1346321365806,-49.4984687505639,-4.60115265567872,-44.7709287320921,-9.94730814585106,-4.07409334708002,-21.57416290558,11.2017591802213,37.6094634580309,15.3224421338271,7.17770003449172,17.0848824667408,15.4762180373793,10.2405177553403,37.1009150071768
"539",2021-10-27,-8.98158149669388,-4.71661795780942,-2.93745955363293,12.3088554659102,17.923343030493,-0.32984910509259,2.5409952613359,-28.0692770615326,-25.9831090733865,7.22146043647906,-0.235481555283339,-37.0124390253982,-9.39166273515908,-0.547719098737105,-17.8606882334046,-20.0451893262629,6.09323818212957,-5.57955469849703,-28.9675125709187,-17.1629580914466,-14.6964623047886,-28.2279590101542,-2.03197326303874,-1.37342582096139,-3.82636157623743,-55.3056375923359,-17.0239615944996,-26.1595657489949,-21.6677031804286,-13.7363365284473,-3.9304363636843,-6.17277124243193,-35.2051518524754,-25.5477091208886,-6.92963596995243,-31.1070599658802,-25.6450577089838,-19.9880041234864,-17.6158001986496,-44.7849742205368,9.3520861133036,-82.5592814983129,-26.112531393552,-68.2273125584015,-24.3911885644527,-17.9115715773276,-42.6276755896555,-8.38519789768987,22.193135635121,-4.18226088173861,-9.90145865766297,4.50724655269054,2.46941900099702,-7.4484577195279,21.6064939126219,18.6261754286965
"540",2021-10-28,-1.68063120938586,-1.15536541396222,12.9834556591012,18.4983563501426,1.5928843081747,6.12719814167515,-22.0191685920664,-20.8830265006356,9.83915300894179,1.68472238887547,-34.2481108028183,-5.79327842211302,4.47784152135208,-10.845372459622,-13.8465692904044,9.74116170242664,-2.37946525411075,-24.7291511226686,-11.7664902162848,-7.51233778096791,-19.0775794655168,4.34220710501904,3.61631682202969,0.447986851499042,-48.3008021572136,-10.1543283354787,-16.7228406679325,-11.5952741863497,-5.43240739424547,2.23810589906435,-0.678537427075495,-27.5085262351269,-16.6509455025119,2.32085998078032,-18.8054618829595,-15.1830564609868,-11.6786397248656,-10.3161289247039,-34.8878321225523,16.8375482783935,-64.7050797516307,-12.9321752238699,-52.5391488271774,-14.5730562330803,-9.40676667680755,-31.2994954346726,1.78956032673637,30.6505642170351,7.78429801798173,1.41761554792815,12.9484696382046,10.4625891965772,2.23808852336173,29.8212155449085,28.3285251079142,38.6064581519579
"541",2021-10-29,-0.548108367588015,13.3298722925379,18.6567618619794,1.7564825274408,6.52887791464594,-21.0566045908038,-19.7379218913277,10.6009901856279,2.32631479069916,-33.5917209510422,-5.28266033421523,5.18544625764253,-9.64607224481165,-12.473109138008,10.7217916176492,-1.45456390197169,-23.7595229512191,-10.8820131642211,-6.38767794987174,-17.4476940749933,5.74019371770822,4.89330550296052,1.59353263592581,-46.7288091349143,-8.9505880228662,-15.1538467640989,-9.75441925942084,-3.62682593533753,3.76357901050409,0.725533217958923,-25.8036546162481,-15.0326627127626,3.91844526177343,-16.5187909667891,-12.9256035105676,-9.67618156533044,-8.51218045940791,-32.7177108797543,18.2307291312387,-61.5420058840889,-10.4539387094578,-49.177797331737,-12.2552740018284,-7.35784055366786,-28.8368991690965,3.71154804512986,32.1757278990937,10.0519048228783,3.82681311625616,14.9073464053691,12.3493596467184,4.32771418612744,31.3882182891468,30.1004197922764,40.2755613725804,-39.4575714079209
"542",2021-10-30,13.5220016419174,18.7909169983823,1.83091282316967,6.58428613185022,-20.881763253465,-19.4407983475567,10.8803411327028,2.63127554540557,-33.2319852858219,-5.08407404087298,5.34894213424549,-9.3706018706988,-12.0883534793672,11.0781817600744,-1.04701691476233,-23.2993611744983,-10.5503035846303,-6.08632917594224,-17.029483929838,6.15002030585662,5.35458332379706,2.07587798359945,-46.0353358333584,-8.50664271412215,-14.7026217254129,-9.25058474755676,-3.08145504009956,4.31209515470004,1.29895910730847,-25.0843538290018,-14.4417588836367,4.397233387731,-15.866003555634,-12.2292704222787,-8.95880253400356,-7.7915293049752,-31.8294087916864,18.7359679745656,-60.5682916509124,-9.72525333820041,-48.124801960286,-11.4275024327701,-6.5529796216607,-27.8508502379673,4.4049862437948,32.6540812926605,10.733316160526,4.59045941404529,15.6050482230681,13.0807042395584,5.15041711037035,31.9512628953949,30.6637871611485,40.7855114407299,-38.2287157745868,-412.364081793208
"543",2021-10-31,13.2096763031668,-2.79147290513265,4.7307894120624,-22.6622454246127,-23.4895583439332,5.38186633750424,-5.91213653660567,-46.2098759684032,-13.2353244245213,0.601155974265889,-14.1342148793155,-18.7747910212353,3.43804089956335,-12.4668705839143,-38.8507300349616,-22.4892316507413,-14.61731111424,-25.4999569357841,-1.87746888239664,-5.08783213053847,-11.4828487421928,-68.6560527378877,-23.5225421959433,-27.3917469399402,-20.308831405218,-14.5806882275133,-8.6003126344081,-14.8970350549732,-48.0673260689493,-33.7553654006637,-9.06496100491573,-30.9392515135342,-27.6857760544889,-26.3661988534157,-28.2626879965965,-59.8648572410318,2.55263082606915,-88.0251241762139,-27.1731230183303,-72.4245757835506,-32.0188020452943,-29.5620089614492,-58.7508761492389,-17.5388778259218,19.1042709196889,-6.04892997006748,-13.5894062595614,-2.1224602152098,-7.96916261463537,-20.5371777735852,14.2587754530774,14.6172946749712,27.9319042371697,-68.2549989089139,-533.049242535337,-64.5743628895087
"544",2021-11-01,-9.29565516428795,0.863955069192632,-24.628202903981,-24.8520075466677,2.83245001225581,-11.6928598552108,-58.6849526648653,-23.2509381351831,-5.97860560294746,-18.777881942894,-22.6815999346862,-1.11906128255219,-20.9454508796062,-53.9151854698424,-36.3334883344281,-25.063855887126,-33.631664395403,-7.4296977936111,-12.1652628622774,-22.1932073550408,-90.8036824426644,-40.4553823979086,-42.1081069511065,-30.9473905693403,-23.2764251776011,-18.0953965608115,-28.3010903305766,-70.8472961559592,-55.2497629018978,-24.2695023249527,-45.558594649723,-40.0849323035325,-39.9464618271685,-45.8580239298521,-88.0222273821389,-15.3717051197441,-118.649907206759,-44.2806720668322,-92.8012034839484,-48.8482101951603,-49.9884254126344,-90.2171869114951,-41.8528775560439,4.05873284130271,-22.7087758514154,-29.3934420334749,-17.1835824481133,-27.1995541398032,-47.070576810998,-5.41997679558145,-3.21031045026686,15.0014530751484,-95.1762626788611,-639.083266339025,-97.2523547518838,-36.7970012666037
"545",2021-11-02,4.31040601473115,-21.9462482997902,-23.8459946958494,3.39892585422006,-9.98193682487562,-53.4042279686053,-17.2858330806157,-0.93424695991343,-14.687080454812,-20.2273034270976,0.589509421135003,-17.7606375418096,-47.0005919127635,-28.1257340538869,-17.6078510626009,-27.4059933172631,-4.05597875002849,-9.07402602267221,-17.6805431966571,-80.1190291863108,-30.4341243140229,-32.0275178477055,-23.3441377070639,-18.0602870644345,-13.6247664105401,-22.2515060736406,-59.4748809121965,-42.5320927675123,-14.1233954918081,-35.5222395714325,-32.6909448359119,-33.2544224711825,-37.5397319791842,-73.6044475195842,-4.75957376115952,-98.5724665042709,-32.8361926854384,-80.6822735914592,-40.2930179698209,-39.9996590448419,-73.7831690873482,-27.4403147298718,13.8002947425,-11.7589123295976,-20.0025977134985,-9.34941229831503,-17.5477768752922,-32.988406563234,6.26358378578379,8.22922816882853,23.3944403903232,-79.1772529818887,-582.931469289972,-80.5055730913197,-22.4630558095687,8.41369252622169
"546",2021-11-03,-24.0205362516272,-25.028315073695,3.04782117597866,-10.2895510254606,-54.6943361115313,-19.4007771258354,-3.48891380080502,-17.3830121404419,-22.0849150144285,-0.31870150444462,-18.7509394975244,-49.1493536775465,-31.2643212045671,-21.3395406680509,-31.1966853051813,-6.26170233677557,-10.6590603274508,-19.3167563846442,-83.8343645809045,-34.4401160990486,-37.0311749830104,-27.75722850824,-21.2247086490345,-15.8782028234682,-24.6099753108021,-63.6947926621023,-47.764803416351,-19.1274537271002,-41.1614382346408,-36.9746914280926,-36.5920395778868,-40.9210503984122,-79.1839866673399,-9.21410875968235,-108.422582259511,-39.1156798161808,-87.4852029908978,-44.5276624176202,-44.1703156595949,-80.331058575674,-33.5781437334322,9.04271205127351,-17.6579174607702,-25.1529140916878,-13.2041944426375,-21.6524390824686,-38.7193833656799,1.2341720621566,2.66499530637504,18.9389796240552,-87.7948450919368,-610.424249545355,-87.72182188855,-28.3901121412319,3.00862580776134,-15.6517066420914
"547",2021-11-04,-16.3062461838738,7.02988102246736,-8.3628169677549,-52.3383565023442,-14.1953970090169,5.43812200201016,-4.21414604150597,-10.3799825930912,6.31972475884245,-13.5436999114337,-42.4604203145836,-21.5480720283998,-7.36408933528702,-12.9654485705526,6.55321938647485,-0.684045892395325,-11.0860182327596,-70.4699174376081,-20.6734512502364,-17.5566971813042,-6.79999414692669,-3.76136374432591,-2.77623882539614,-13.0251741951937,-47.4948953176061,-28.7076648295248,0.804412035460588,-14.6781491771593,-14.1864206195731,-18.1484186136655,-24.5883469895659,-57.0008774518388,7.59704669714369,-68.6205302945326,-9.92467941787528,-52.3073566276416,-21.967768608745,-24.2954560226236,-53.7603198764944,-9.87501188530809,28.4386511705039,9.50282921979003,0.870150065971213,6.75722564132217,-2.32036233644141,-15.1768969420338,20.9551289884969,25.4687973162608,39.2663483142715,-45.1002732409361,-471.326093837442,-54.0949590968598,-3.86617727310268,24.4179058717781,13.7480709720763,-5.06921665922892
"548",2021-11-05,11.8059315269109,-4.78032200781856,-50.0283830112531,-12.7266375776026,8.91022446755613,3.04898607393073,-1.30826791238243,13.022476856453,-7.41950230807779,-36.8880040590622,-16.8126796267609,-0.59720615805885,-2.31629457639517,16.2172998909705,8.49112446470554,-2.84576274245006,-59.8701683453401,-12.9559384558347,-7.19220372893599,5.78099487398444,9.09669034963136,8.54300323088705,-2.42177156293843,-35.0456793812784,-17.3922751754424,11.9352790513407,1.41715934435588,2.22533305433809,-2.95538432524414,-10.5261064971193,-40.384661619569,17.8452729863841,-45.8171548194213,7.88174102201661,-27.4999427614274,-4.096437645457,-7.96686798885822,-34.3074911755853,4.73726163966414,39.695373144522,26.0422550421508,18.8523609468206,22.0446633144408,12.9597955817059,1.69419363251938,33.1450508963997,38.7704886943619,51.5786623001475,-16.177779119126,-367.974811074292,-28.3929172383467,13.3516214556754,37.6170661542358,30.894852568738,18.2486435819236,-143.323937626368
"549",2021-11-06,-10.2163381178221,-55.5686959283337,-14.5871611663001,7.69394232617558,-0.389554020717239,-7.53095097642879,6.41494969059309,-15.3487017359204,-45.2748113677071,-21.800771764803,-4.69863852349234,-8.73318258817785,9.04685094670802,-0.477566212629187,-12.720151855699,-73.5968432011396,-20.765825686077,-14.5266977867669,-2.71818360700616,-0.903106298145457,-2.46069889678824,-14.5560284222554,-49.9971457497384,-28.6417057040641,3.45319857856929,-10.2100102006945,-10.943973312774,-17.6669175233125,-26.13293349045,-59.4531768101176,7.7594195630488,-63.9646838616423,-5.56115200146837,-47.8547072918625,-21.3497425289665,-25.6961497681045,-55.9598746193355,-9.54858160849985,30.4783150261325,13.1606788627795,3.85026398147968,7.32097183916623,-3.35974649830519,-16.6764502726234,21.2836036257365,27.6582770950263,41.7646112664168,-40.619434546416,-467.319597598459,-55.491661932594,-5.08779781973595,24.8194674069167,16.3559541157992,-0.672913083176922,-200.790287922333,-98.9158981692459
"550",2021-11-07,-48.9446779066056,-11.1707892501384,8.85926157284167,0.521157696352907,-5.17436971101005,10.0936569604248,-9.08236902065931,-36.7089698079422,-15.9530320332679,-1.33429602314215,-5.66687699211376,12.529137805644,4.92575000772414,-4.98245522660971,-60.6058203933316,-12.8508193622688,-8.70099787440737,2.06832987560778,4.5628107658993,4.49564118926481,-5.09231131229247,-36.4643760851427,-18.0360809075064,10.1030566996977,-3.12216220205427,-3.22344040016354,-8.05683030092745,-13.9938668834944,-42.6874838679875,16.8687995503807,-49.8296235812749,3.02976273583633,-35.3509924596834,-9.80608849231054,-11.9269989182709,-37.3021321979588,2.99638313894883,37.6322741302319,21.657934550216,13.381129191473,17.3554071608857,9.3052903479355,-1.07658761574525,31.4970237256044,36.266909947107,48.388812156386,-24.6897760381833,-398.608760281432,-34.4655196407687,10.3995789701579,35.6822541105589,27.608966558817,12.3250831192105,-162.572953241653,-72.3267166203492,-15.863410674656
"551",2021-11-08,5.55368941544076,18.1380236493987,4.72975683852319,-2.12260595014287,16.1655199079816,5.1540093907911,-9.73969373370101,8.15361556693085,15.2816443818911,5.4603281536709,19.8962164703702,15.9325022073677,13.5894969687538,-20.8844594518884,16.7797847639841,15.5448232822133,18.249856492789,17.6314511112325,19.9607005706478,18.1630862306676,3.79886888486573,19.094077595683,35.2018704296454,19.7956253586388,16.1062934547727,14.2141349525286,16.0704922511376,5.90502498165109,47.1312758295542,-0.00385533317983529,29.8385626893491,-3.50166299979146,17.4670412512403,22.1369815258743,15.4138134218207,42.8730981089711,61.5346452902947,47.3573644403796,37.7366154854062,41.2251784862394,40.4296512544291,41.9122281408838,62.7232403398446,63.7628424080167,67.8512415710837,15.8306481578205,-235.300432128047,16.6744609751419,52.0411802888655,67.7381875244508,62.1535726644936,49.4775177685783,-66.2687222006171,-9.50330470270454,32.3175120963635,42.6722380538308
"552",2021-11-09,16.2247005933398,3.37094834277132,-2.67174045657561,15.8420025135264,4.19726567965218,-12.268084555312,4.9582170567846,12.3754152388079,3.16829944648543,18.8018845829954,14.9799496795505,12.0369871494031,-24.8521318062448,12.93509512107,11.663260232184,15.4044774545919,15.7961437919403,18.4370558465489,16.0253989540562,-0.350112793386469,14.3706682115712,31.4151577422434,16.1045816439419,13.4829240676311,11.8984466060608,13.1686432819725,0.822057687633062,43.3540034809241,-7.19003616076531,25.7710720570327,-7.71039326035296,14.5598784616121,18.7613390651316,9.86776055575882,37.9874866542224,58.2126336643617,43.6321222373208,34.592142736305,38.6537550090814,37.3029770531745,37.3899307807544,58.9670891383506,60.0621219453362,65.1342194940564,10.7101796054861,-252.936492336257,11.5075793180051,47.6781633620559,63.9519543638075,57.6364726731784,44.4573991674743,-78.1926686753266,-16.2700381507915,27.447436268407,36.6502168842375,45.7402726560916
"553",2021-11-10,-3.34985924134187,-6.63019593742778,14.5672933458513,3.00048634443249,-16.4255914559383,-2.61455738173715,2.62239966552969,-6.66351185781819,13.521377314096,11.7034092411748,8.81344223967565,-33.1439783376203,3.01077700520002,-1.37724203655574,3.95119610955392,7.99028733911204,13.3143515113523,10.8383928363475,-10.122311848022,1.48331922478404,18.6337386841768,1.73361624218841,2.95797524572852,4.14505303107969,5.5342289910932,-12.0788011887067,32.6220423515478,-31.606053889241,10.2227363905231,-24.0801904642735,4.80330558817957,9.40452052325602,-4.97383296953392,23.6548738389252,46.8380208970446,29.5327958831362,22.5705448020629,29.9775349829454,28.2991372728685,24.7850929807554,47.6494285240731,47.282887768838,54.8988563395112,-8.68499385202719,-312.861364418252,-3.82827287058406,35.1074019961535,52.2758096304728,41.8971830398268,25.5685175906763,-123.164616979336,-39.4478237090462,12.6215748932517,18.8042191141666,25.3490015876975,42.9719630032725
"554",2021-11-11,-5.44268991998707,15.1287051177547,3.28118142652601,-16.1166171371594,-1.85502598046633,4.02913268167742,-4.6684353946812,14.8888360050209,12.6616919331609,9.4814675690838,-32.1038722543134,4.27300172803948,0.662707417976848,6.26732874590678,9.87809829420326,14.6277634579507,11.8886402056744,-8.68898743334123,3.32464591124973,20.7382896558536,4.64025755456535,5.40849966784713,6.01109094902537,7.06969408284589,-10.0314466302248,34.2683295862599,-27.4371456813724,13.3740726596884,-20.3555818776258,7.06910538929994,11.2845433070769,-2.49984234888581,25.9640114557864,48.8348470572246,32.3996722689284,25.2662709484091,31.9489390037127,30.1112231856433,26.9602582251361,49.540882035121,49.5771368324952,56.9882941136543,-4.37609003261356,-299.432689316224,-0.732314092873392,37.3347712496832,54.2845183225574,44.7765660749281,29.441635965319,-113.231439420838,-34.2997040604372,15.6263705990388,22.0344670306593,28.9417543985675,46.1469618162977,45.9297257288768
"555",2021-11-12,16.7104332856805,4.4842574856308,-15.3927453131202,-1.30882270945931,5.34349749664694,-2.03006690651357,17.4357194935222,14.9729660413096,11.341399085449,-30.0310733711571,5.77077872850425,3.05810732253406,9.56329440571756,13.3532568076291,17.5579364588499,14.4172856366181,-5.94464708137191,5.8456669399167,23.4876372347194,8.95518448193577,9.87913099049793,9.97886985625953,10.4982365321715,-6.18958530834463,36.6782854666276,-21.6484605861355,18.1792548043384,-13.6116582002551,11.7291077147905,15.2888322091547,2.0815141158646,29.4743814652327,51.7171816939207,36.8501855059845,30.1147562786403,35.9035742156076,33.8452987406661,30.9479573242522,52.4846262165552,52.9770150192196,60.2723459006849,3.32653015589881,-273.021594148081,5.49032578956069,41.3843719455811,57.4593721664024,49.1234609630473,35.5822926854939,-95.576448455004,-24.3382351336776,21.5472711636236,27.8649302746424,34.6798419419577,51.0049069967074,51.221881633555,24.6171913704633
"556",2021-11-13,-2.8836390229174,-21.964986340067,-3.99124886541403,3.33550251479802,-7.32274908401368,10.0868046823669,5.4562587336882,1.47294709830655,-42.5112948662712,-0.616247387711486,-3.03816400157352,1.16479788491831,2.442385955291,5.49906199947251,1.85531541025896,-20.4406267203481,-4.62814871951548,15.3183290305106,-3.41909546699963,-4.93501862281469,-6.39416313541708,-5.93617575707341,-25.2624315022731,26.7362204541112,-40.2643650749024,3.3567549957825,-36.8412203143755,-7.58558865257144,-3.50810457707705,-19.8971080086145,14.9987394904931,41.9717611848923,22.4046087138489,12.9044609877868,19.4225502014506,16.5343639565303,12.2002292316179,40.3130697282013,41.0615997228171,49.1939254039951,-24.697109899663,-383.770652097256,-23.1494134780195,22.5754193844582,44.2746610203081,33.4580484093487,14.2171396564184,-161.175039099796,-66.3879096588126,-5.60211878232078,0.975015581813913,10.7208431587262,33.0912414392384,32.3266256161897,-4.25244099707206,-34.9767661859963
