"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"559",2021-11-16,-7.31592550248672,-3.78616756429343,19.7353663572572,8.89608115724443,6.54269234608184,-29.3480272642185,-0.450959797454672,-14.3699593966908,4.39629111312389,12.8764280284778,8.92038583865536,6.88429322612438,-9.36313633054882,-4.47387972474901,6.0230872416159,-0.0640981273033553,6.25084292507692,-2.56124352165384,-0.530605479448513,-13.7901355440825,26.8319972958471,23.400797434332,6.46748801357898,-22.3024130786468,-3.72886246113476,1.7515572673381,-8.96241896682811,15.0957468746179,35.6259942708232,24.882753599415,22.1275373782027,22.2968357666766,20.7579302569027,20.1740478003002,40.3713425472341,34.628124837851,50.8038498045753,-11.5354854152522,-178.26135096999,-16.9436681289665,29.5776111487767,44.3199353009296,26.2077527899893,16.9141883291965,-133.698432381774,4.17162730492365,-0.302726940797364,9.89345661577581,10.7788449321816,25.8140077808807,67.5008602759824,6.67959469587442,-30.2330010558381,-12.8848772290745,-56.5684010465106,-0.761285722433466
"560",2021-11-17,-2.08467576457955,20.8692142051049,9.99335262575451,7.67942640214113,-27.533996674573,0.987078495236609,-11.1375503301725,5.97889034331286,14.12072209049,10.0308973036231,8.03101402537242,-7.81140577437437,-2.9605960219314,8.69031743931798,1.60821771541268,7.60428917566419,-1.29554475845815,0.722647860727065,-12.1569824631376,27.9041142669509,26.559865405224,8.04541225052541,-20.5178725749959,-2.43343070253149,2.99118474038491,-7.38082541171769,16.3540162986047,37.4682896627083,26.1618053809924,23.2757607584022,23.2786883200159,21.7696674597084,21.3456482910861,41.2649361231237,36.5066827357686,51.6492210994305,-9.87382679880499,-173.986608023292,-15.4330360807439,30.6225412880057,45.1635530423918,28.3369525303907,18.3548290614999,-130.181146009873,5.65872247604747,1.00793478603217,11.2449064832008,12.1453064322621,27.9632578319514,68.3218475409221,8.09829394925274,-28.530153768877,-11.3929851235263,-54.1951534831447,0.798381044693704,-8.25066747234927
"561",2021-11-18,21.2002389864562,10.2950409688818,7.99860621613964,-26.9984178090714,1.43296894197319,-10.6754427706054,6.78102266345087,14.4838932023915,10.3364012683864,8.35308885722392,-7.35347191499118,-2.49191839818452,9.07445905156625,2.45106073055279,7.99921360162729,-0.947154859987914,1.07473977188018,-11.675228309063,28.2357838962307,27.0258641750323,8.836301790261,-19.9972941107361,-2.07666467173441,3.33953983112684,-6.91447763604159,16.7428463248396,37.7374466007638,26.7994308137264,23.6106297935716,23.5492346615151,22.0540535641689,21.6909630631338,41.5407786409158,36.7830438969221,52.0684178930202,-9.3893408786153,-172.797561733063,-15.0083137552826,30.9303971495671,45.4236970234659,28.6523151256589,19.0654907296599,-129.155872587659,6.07251680513403,1.37652090608042,11.6429114379611,12.566249912484,28.283707208457,68.7242883871657,8.51173797186037,-28.0602495553205,-10.9733381373852,-53.4964971404347,1.27836581541162,-7.7639766082652,-2.5368029961117
"562",2021-11-19,5.5558231003744,3.09059667223637,-34.7639495008982,-4.67929432568897,-17.1333160846115,1.58399406210676,5.47719782971353,5.54522461246471,3.40751578162153,-13.9891693974928,-8.91758851078939,3.70685206727352,-3.05483085743153,-1.74091351484461,-6.40209661292898,-4.32440569103078,-18.6520118537662,23.6877784592864,20.6627591304447,3.62805745976103,-32.7670809390013,-7.65402179432908,-1.99526825892733,-13.6643436081557,11.4101501639595,33.9773938146505,22.5672809411545,15.4397638287999,19.3261737307229,17.7044422833084,16.6956239539348,37.7570436453,32.9227434896502,49.2645269788728,-21.1496096543513,-190.932105790115,-21.4962963366367,26.4792640178254,41.8546982369428,24.2476395373061,14.2760579503589,-153.916674409636,-0.231235893664645,-4.24718351656648,5.89124895663525,6.7902104613414,23.8083614822862,66.0193368216618,-1.42342977012633,-35.3637573639806,-17.3686588349317,-63.588058662418,-5.30894526858337,-14.5605087651998,-8.74287370932419,-2.12807425825618
"563",2021-11-20,1.69263732114489,-36.9088804302945,-6.31832697496862,-18.8845266680181,0.183525869457108,4.26011103190733,3.2329025957246,1.99942680933341,-15.8219463849045,-10.6412477600088,2.25104763463801,-4.53889076857912,-3.06734142917073,-9.02106002200903,-5.86103988699494,-20.5789295026023,22.4673820261136,18.9436372929647,2.22388158436576,-34.5193276705266,-10.3181031281663,-3.5130301212397,-15.5285401308595,9.97870963597203,32.9572344393661,21.4259849615446,14.3102169334037,17.3190634238712,16.4674079374298,15.3160220304512,36.7410446862679,31.8751969383883,48.5082060249907,-22.7872262403217,-199.485825584075,-23.3408628207053,25.2499717064377,40.8960382139989,23.0521501345764,12.9838347830661,-157.389275231539,-3.19041060526009,-5.84551574055332,4.30278595737062,5.2382036120493,22.593464818419,65.2922628830118,-2.82656319503864,-38.7851898508921,-19.1857352771256,-66.3751066705296,-7.07952927527385,-16.4058742189753,-10.4181592666225,-3.55706252052312,-8.73362770807516
"564",2021-11-21,-37.5551487354047,-6.83319462572774,-19.4335207743669,-0.264211757497841,3.89491343887052,2.91401933874388,1.3043963448903,-16.373948607717,-11.1821693975162,1.79510756577704,-5.01273157354814,-3.46519147959347,-9.38510708184513,-6.61578997217078,-21.1590673629119,22.0847589973981,18.4074190982004,1.77611626910635,-35.0446989109644,-10.6913072343371,-4.25491589897283,-16.0895901683797,9.53033345843209,32.6383298424559,21.0624956389627,13.9716720998209,17.03574838832,15.8656019813858,14.900962537029,36.4230844004009,31.5480237453828,48.2676148154514,-23.2778746804742,-200.696668602605,-24.2340649760169,24.8802601574859,40.5962838329795,22.6790951371808,12.5732464810403,-158.429349829125,-3.61239668989596,-6.61596051963225,3.8252119182232,4.75333244681131,22.2146735911952,65.0622032624185,-3.24667509221938,-39.2788174285406,-20.0577099609488,-67.2127673245407,-7.63223143987845,-16.9807667689473,-10.9492782724511,-3.98477883052925,-9.12506144807593,-5.44186089656745
"565",2021-11-22,0.846267939271327,-11.2400774487192,6.48442889445442,9.32417391336254,7.64758338002545,6.09287639484556,-2.56066106291147,-3.11779951789134,8.59660275559401,2.12507061796837,2.44709399355362,-3.98317652096574,-1.37440367162503,-6.72223421265811,27.7865375785336,26.1394815541712,8.51714079340569,-27.2405173551157,-5.15558314420664,0.937266180663833,-2.20375292719521,16.2089597177529,37.3912479605167,26.5315775568501,18.9986173704342,21.2365846438458,20.1094777450422,25.118693634906,41.1570487569903,36.4219857403758,51.8854900947567,-15.9952652378621,-183.394361553662,-17.8884269176783,33.9339034632597,45.0572321081458,28.2340984615049,18.743955684278,-142.997734738136,2.4185574163801,-1.10261856630792,15.4600054375292,11.9660599475414,27.8526141186437,68.4074911874409,2.98412428066053,-31.967619219305,-13.7734222831927,-46.9086618472409,0.585988407762307,-8.42776854872199,-2.9759438766109,2.35637121116744,-3.32955882578251,0.143742065738998,-22.3520490889791
"566",2021-11-23,-11.4682566542211,6.2915451730492,9.18480623718235,7.53306099237896,5.97239124561672,-2.73944875596528,-3.49226812329999,8.4077351898746,1.92172132116809,2.29564666193352,-4.11368642142708,-1.50602364017924,-6.9099836586656,27.5235887275677,25.9258695200164,8.32570049731508,-27.4400156453574,-5.28914268620594,0.807133456839438,-2.3851802669733,15.9030330673018,37.2600040683694,26.3767385131574,18.870372061005,21.1353671929165,20.0033129364988,24.98458149852,40.9416336515209,36.2877644228674,51.783371097505,-16.1806905627297,-183.806636980601,-18.0468775594234,33.8145375995609,44.8555582323375,28.0815287708413,18.5702947024616,-143.389888660626,2.27502279996557,-1.24003956286425,15.3059347772697,11.6420620861158,27.6981697055686,68.3137692516855,2.82608324281519,-32.143103919874,-13.9297844198556,-47.1786918788894,0.219138805988433,-8.66146939171937,-3.19905122817201,2.19582791334847,-3.46849278803689,0.00500255009765325,-22.5788447854623,8.5169651989657
"567",2021-11-24,8.61778629440245,11.0473471314333,9.16424236470971,7.65337999289574,-0.51404478847931,-1.27721512541233,12.3778667157893,4.37924601501271,4.32161614174986,-2.25443035913857,0.33120987459665,-4.5684202535935,29.0927190256053,30.6239191299499,10.6439666718827,-24.7686935339729,-3.38608787512961,2.62446258503619,-0.118122206415137,17.7444152010201,40.0005890481365,28.2554692282161,20.5892027932896,22.5778454305133,21.486601389867,26.6635331203534,42.2492011624299,39.0814689450972,53.0248084049191,-13.6932405844905,-177.536581818466,-15.8320967920622,35.3115963294993,46.0898673333423,31.2470520495293,20.6854168018572,-138.12456465105,4.45644508615237,0.681615907535612,17.2416722028842,13.6411417347367,30.8925791962853,69.5168997517757,4.94987319541373,-29.6409843727482,-11.7423555397478,-43.7801989162169,2.50063265125751,-3.84263406787144,-0.471821699875064,4.35504992594913,-1.4872241114776,1.94667905288806,-19.7196900819219,10.6305884388752,1.24859641743323
"568",2021-11-25,9.43030752207811,7.74656240346705,6.18445480106749,-2.4806899205136,-3.24930950222187,10.7657679554869,0.704996757997429,2.56352329318377,-3.8695134616269,-1.27329842318724,-6.63617064373458,27.6969329450417,28.7101713236928,7.19686628647671,-27.0857380993092,-5.03840130604877,1.03825210837157,-2.11862252027902,16.1078593786054,38.8710996579096,25.4769013379117,19.0989998658115,21.3260268441881,20.1926765087064,25.1830401630992,41.0880510429547,37.921778775685,51.1984260713694,-15.8488774378203,-182.922542359018,-17.7630722414052,33.9924066706925,44.9946623485609,29.9237356536289,17.5897368104251,-142.685562598233,2.58322776462557,-0.992903494553423,15.5370708881148,11.868755850098,29.5479527841943,67.7811605198329,3.11094704002446,-31.8094081476708,-13.6474788837555,-46.7709354301192,0.479414077454739,-5.88476807619732,-4.42343683629187,2.486209415263,-3.20351339308875,0.256447686528788,-22.2341920846683,8.75949241566349,-0.71391664722338,-32.8696475242622
"569",2021-11-26,5.74337074673891,4.13719839257576,-5.03893673469531,-5.81927937486522,8.66441399043036,-1.50979509244988,-1.56890130447393,-6.14958683385535,-3.50784387710551,-9.32634679416786,25.8777704996738,26.2222312033223,5.10154726230805,-32.5022777504292,-7.36900186204207,-1.16920930129338,-4.72170327995426,13.9746358691543,37.3985031435894,23.7740725792736,15.6339827784935,19.5618194284538,18.3932402633083,23.2563050533896,39.5743244555776,36.4096394279207,50.07013832139,-20.8349039472979,-190.488881245541,-20.4466172213315,32.275329644783,43.5667268297975,28.1980467086309,15.6622586983544,-153.181061466596,-0.0463008646301846,-3.31851040497078,13.3179934905886,9.55761641784934,27.7942734946165,66.6940041995402,-1.09937790915014,-34.8581104856373,-16.2916657885217,-50.6649276991423,-2.15653105905959,-8.54845502349638,-6.9215324787048,-1.77148319344084,-5.61472682302743,-2.088033409742,-25.5086274368448,6.31901437774389,-3.27404995573971,-36.0834748977608,-18.4504337934318
"570",2021-11-27,2.72423404958745,-6.77032318294793,-7.56471576217645,7.23328006801566,-3.03332600333814,-2.91135206717536,-8.84138131687818,-5.04969456754384,-11.1469806244242,24.6423581599867,24.5279284802656,3.66063811180925,-34.2755049671037,-10.1064395372893,-2.69201592898872,-6.4833627709225,12.5260502677274,36.3958546851311,22.6034107574865,14.4910344556793,17.4999902726875,17.1521859063136,21.9523854733018,38.5464848104694,35.3801922767819,49.2946771185013,-22.4917669041562,-199.291247872181,-22.2970357038435,31.1133059117926,42.5972011696834,27.0233507564435,14.3378719632075,-156.694077543652,-3.09067902874742,-4.92178540365176,11.8162492466588,7.98851071132588,26.6006507178622,65.9471428563845,-2.51867752549779,-38.3700388717417,-18.1142107431439,-53.3001589119716,-3.94606616295966,-10.3612855258346,-8.63714885012195,-3.21676517846284,-8.37946615180977,-3.70369666329859,-27.7245874429256,4.66225696133201,-5.01624466324706,-38.290126804785,-20.1517709575095,-19.5534892932427
"571",2021-11-28,-7.58677879055683,-8.39062014878385,6.55075456644906,-3.76144776191649,-3.53847909470864,-9.41936142345168,-6.26582904087892,-12.0049985637746,24.0581824741054,23.7269118085753,2.97260485615245,-35.1034127529777,-10.698727897191,-3.88692577952187,-7.31309652606188,11.8415236765245,35.9184466194058,22.0448940553804,13.957684256613,17.0505310724302,16.1832933793897,21.3385977986891,38.0610905699137,34.8903998776435,48.9250124349536,-23.2645333906493,-201.207350966129,-23.7344807450911,30.566617117112,42.1396287840847,26.4648673303308,13.7070355958129,-158.331741832165,-3.75823628128746,-6.16117164574597,11.1101171518096,7.24840835591906,26.0335786377447,65.5943990881927,-3.17999319252915,-39.152270436505,-19.5163591314974,-54.5386139077665,-4.78964647909072,-11.2219301655147,-9.45309385216119,-3.88987194708382,-8.99953062773576,-4.94084638426941,-28.7654692871306,3.88171000404607,-5.84279186128213,-39.3388443145628,-20.9437702518404,-20.2455981438073,-13.5204473225914
"572",2021-11-29,-6.52120222027055,8.10906821357829,-2.10140727783372,-2.16238644965792,-8.16636867167449,-5.05357872750919,-8.67467500887653,25.3801023357661,25.5252719768232,4.54066133834632,-33.2864696359851,-9.41427815129634,-2.68564938228234,-4.10995296265371,13.3901246614051,37.0076170506751,23.3173125852114,15.1283603659094,18.0255605376838,17.1654901612859,23.6955399915848,39.1589173609745,36.0074147633755,49.766886477445,-21.5681058384119,-197.126103702796,-22.2653851440944,32.6549909892482,43.1742737812097,27.738082178906,15.1432023149471,-154.736131964615,-2.33552752863955,-4.88436575518007,13.7938188094477,8.92149316078812,27.3259212857839,66.3843889856489,-1.72783098742114,-37.4537641625482,-18.0605728443692,-49.8553312899305,-2.8830912007255,-9.26121425039697,-7.59675460005041,-2.41162505754556,-7.65275487480827,-3.64653184625425,-24.8486468950514,5.64539450711494,-3.96038662234175,-36.9537032667819,-19.204197287078,-18.741917353238,-12.102987334079,-29.2295767125291
"573",2021-11-30,9.43470008146985,-0.68805927640791,-1.00441370006146,-7.11337416219338,-4.02084170119976,-7.37257545650506,27.307609015411,27.1235605836221,5.87498891788772,-31.7581091117242,-8.33524764012156,-1.66285653530942,-2.84781665572151,15.6354905939301,37.9332217388021,24.3995081421124,16.1127300728078,18.8443582075108,18.0012790207303,24.6313246753906,40.7419323554262,36.9562172465992,50.4825392720732,-20.1421802433906,-193.527508322217,-21.0159686529545,33.4903246463314,44.6581290784297,28.8190423842755,16.3634385584796,-151.714948432597,-1.0823762938798,-3.79907356452629,14.8751050775964,11.3082664804431,28.422603273333,67.0849573733778,-0.50809597265836,-36.0289094746113,-16.8238017320429,-47.954936436918,-0.177398852479092,-7.5981215618038,-6.02104441560155,-1.17041335767995,-6.52334279523214,-2.54750954299016,-23.2481719236191,8.13555439308894,-2.36444412312129,-34.9300836438505,-17.7440634525594,-17.4813411914561,-10.9000103939122,-27.5552250327867,-30.5430620189397
"574",2021-12-01,-3.04087218273067,-2.95826402760726,-8.90731066882332,-5.78594936644959,-9.59075583771108,25.826194163922,22.5923719546814,3.65483956393487,-34.335066924424,-10.1719102364016,-3.40929444377923,-4.99595333954883,13.8965602816984,35.2807720008946,22.5997557288425,14.4541481217902,17.4518491265164,16.5754800441298,23.0400457672164,39.5067725973753,34.251957044501,49.2929355716848,-22.5431189318143,-199.545391928647,-23.1454651525378,32.0710830872098,43.4918462322376,25.7544091096257,14.3360257201805,-156.798588732143,-3.1767686026607,-5.64721662616007,13.0395231693807,9.41883487534666,25.3295354408043,65.9375773068854,-2.55918437348944,-38.446214406671,-18.9281045059565,-51.1784091602831,-2.33435675784839,-12.2647974694088,-8.63673741204628,-3.25631257780366,-8.4379473910495,-4.41589176901666,-25.960773608116,6.13674493249412,-6.82031086421525,-38.2878676909907,-20.1963759646368,-19.616698730178,-12.9434733862686,-30.3908600086072,-33.4129174411157,-18.2462476001147
"575",2021-12-02,-2.34674968769345,-8.33968952348233,-5.22759614760919,-8.89993646642197,26.2916965506205,23.250483911081,4.83850701037796,-33.528547033913,-9.59086888908786,-2.85694266746146,-4.32691957335246,14.4429315201912,35.662089814127,23.5544118590036,14.9732325177501,17.8923071168856,17.0263470214995,23.5356683594788,39.8948256286449,34.6439233276112,49.9208009520623,-21.7917102880905,-197.617583459997,-22.4721828269867,32.5131417934783,43.8582297357982,26.2021866957312,15.4008514095776,-155.207608474801,-2.50604864945035,-5.06298030949879,13.6112866418992,10.0123461627882,25.7850295485017,66.5403900915089,-1.91728054202108,-37.6819579278191,-18.2629901873244,-50.1742887136808,-1.65686050559027,-11.5722671780193,-7.27595512783686,-2.60351993854971,-7.83271081785062,-3.82543074510868,-25.1157532588974,6.76452224133387,-6.15406914916584,-36.5490830910271,-19.4289176822572,-18.9417710877932,-12.2977716326457,-29.5074731289328,-32.511627067379,-17.5007056421059,-10.5766425250654
"576",2021-12-03,-7.81025247437262,-4.70933333044141,-8.27823486844486,26.7127327135438,23.8563057260412,5.32474050983951,-32.2492958268021,-9.04924608736828,-2.34453747142969,-3.72491128323358,14.9370034317621,36.0120487171226,23.9498725264061,15.791893731481,18.3026386256481,17.444378358973,23.9815746842323,40.2456585649625,35.0034974762346,50.1830304289259,-20.6132447818299,-195.819297089131,-21.8482670976372,32.9108015908927,44.1894021389373,26.6127846859513,15.8491552856248,-152.726033511541,-1.88075746577917,-4.52186349943815,14.1255533378666,10.5487082658635,26.2025297204617,66.7997470136587,-0.92141537434132,-36.9711920631552,-17.6472779767536,-49.2712651749102,-1.04472338222597,-10.9377599042453,-6.69410312897735,-1.5960816163884,-7.27014142843149,-3.27909862271879,-24.3559123576871,7.33162521516073,-5.54388923556734,-35.8000074490472,-18.2506227657195,-18.3147575974227,-11.7006176277301,-28.7132370365666,-31.697603023477,-16.8181617710735,-9.96323782738178,-3.93249196133088
"577",2021-12-04,-2.82098612992362,-6.06065579832229,28.2166292168989,26.0020522187748,7.09409847441498,-30.1068535062475,-5.69149064099583,-0.479363448278811,-1.57916605826995,16.7004080578224,37.2749979128561,25.3873366807349,17.1731061260214,20.8315416793884,18.9645699874251,25.5697750582179,41.4968780423084,36.2999412518358,51.1351927019741,-18.610592684036,-184.996468359343,-19.5814923665574,34.3261600927008,45.369631298283,28.0918538478991,17.4752654205311,-148.479053591147,1.86212509924507,-2.5577105225069,15.9546772695196,12.4588112038175,27.7051331900039,67.7214288574066,0.794720092733271,-32.6644691244013,-15.4143613645219,-46.0615954243342,1.13369363545503,-8.65610670455521,-4.58780078498774,0.151767334922348,-3.87991529044483,-1.29953156780677,-21.656950009034,9.34838740580384,-3.35156340938636,-33.0909663216608,-16.1927804806412,-14.5563397924106,-9.53876260448772,-25.8939275485589,-28.8046788866142,-14.3678551257307,-7.74693509334377,-2.10326785283031,1.8390728473194
"578",2021-12-05,-5.24479683406059,28.7726973823218,26.7984660414819,7.75466101077506,-29.3169669391873,-5.1348115166437,0.667986831648162,-0.790144200148985,17.3520429148855,37.741635013357,25.9235874788019,17.6820433416853,21.2540905147535,19.8947893741908,26.1534830899181,41.9589755808882,36.7786729825891,51.4901388453127,-17.8730906427911,-183.161894985701,-18.2015889907618,34.8460851448274,45.8052632100645,28.6377093598363,18.08101002611,-146.915915038002,2.50126293469528,-1.36808431019821,16.6262693672148,13.1634530921794,28.2593626723573,68.0658351706071,1.42601709675681,-31.9285603373181,-14.0686774530796,-44.8836774635695,1.93687939206019,-7.81499047859713,-3.80426663673079,0.79439005979515,-3.29645281993356,-0.11235476721273,-20.6669214814071,10.091573762176,-2.54381234580962,-32.0838914528947,-15.4365760708914,-13.9049638327944,-8.24848083859557,-24.8602296829004,-27.7391806588214,-13.4655287065424,-6.92357353836724,-1.43141572871993,2.4040151271685,-13.1498315190538
"579",2021-12-06,29.6469337198581,28.0037483492257,8.79511013456925,-28.1222493904729,-4.29695535535618,1.45514767518027,1.32190216332519,18.3756204492674,38.4690119762164,26.7674307712235,18.4515016920568,21.8898430016893,20.5381373324418,27.7068793996042,42.6842037131208,37.5243180372269,52.0481635653998,-16.7585173269789,-180.492804547749,-17.2397002403722,36.2218632744856,46.4883782079118,29.4872520338952,19.0324632440496,-144.554505343605,3.43126265587186,-0.532428386988617,18.3934530940771,14.2674910829413,29.1212933027382,68.5905917690288,2.3793395765319,-30.822457199493,-13.1162574301672,-41.8011592521793,3.19430112828336,-6.50785312229968,-2.57570353272596,1.76444885679627,-2.4197660650988,0.73409155346067,-18.0900220791309,11.2541455677382,-1.28942304169969,-30.5061517973261,-14.2954843619323,-12.9265420687694,-7.32186545295496,-22.1838612374087,-26.0737011353978,-12.0652487576506,-5.63471105980363,-0.417976386115781,3.25234385375485,-12.1694021576738,-24.8949417617795
"580",2021-12-07,18.7470431802896,1.02380416820425,-37.1550544183173,-10.6845303919789,-4.59085333055608,-6.00183516158459,5.10720383620415,33.0464623440437,20.4653267158272,12.6357356350048,17.0452943237127,15.5997393113312,22.2779605143351,33.3302070744324,31.9659617818794,47.8810820022417,-25.1802527693872,-201.496800230447,-24.6189367527362,31.3766696009712,37.7207048366143,23.1547805006546,11.9281054031251,-162.392330146892,-3.88080010277154,-6.93966885027166,12.1228647511756,0.165350941914357,22.6968188207067,64.5579995836218,-4.82002538509886,-39.2404503185496,-20.414849062451,-52.8198622766797,-12.7914743350708,-16.2502783416641,-11.7477027885764,-5.55944739194116,-9.0892052783945,-5.74906707464015,-27.3680789445826,-3.45760543563124,-10.6383540195206,-42.2841621837174,-22.9085980863211,-20.3671838764455,-14.4155631075359,-31.8884852819161,-47.0541454156616,-22.5011827157843,-15.2556331086634,-8.06580981274145,-3.19669633109636,-19.6715272971872,-34.9217054556413,-18.1882617318525
"581",2021-12-08,-2.38302019408441,-41.152505652704,-13.5269666125447,-7.29424228190086,-9.19572427405701,2.35855829950721,28.972858196962,17.7017588757458,10.0615990750262,14.8893923386415,13.3916978373233,19.909713147605,31.3762242600276,27.8099878002842,46.0532056210094,-28.9084041991293,-213.99993716682,-27.91821599289,29.2624349165145,35.8741706389688,18.4418180535609,8.81085786986341,-170.290094933203,-8.21969136163832,-9.80431267720977,9.38582996293818,-2.82853699150943,17.9369552126826,62.2403657730429,-8.00810958113526,-42.9873593168083,-23.6779903186575,-57.6308477406831,-16.2119946646804,-23.4365032928877,-15.7746663485052,-8.80324609499183,-12.0580782999788,-8.64764970025783,-31.4203047409262,-6.62982681205576,-17.504483681074,-47.4569077021167,-26.7240917583423,-23.6796711414826,-17.5871657221052,-36.1283285457954,-51.6123028715143,-30.1331422738643,-19.4823441635591,-11.454332856736,-6.06803263717176,-23.0258287813377,-39.3036585803189,-21.8910205770818,-27.0863907319456
"582",2021-12-09,-40.4755606435166,-13.0438733964047,-6.83298435114311,-8.63384476207845,2.83367287735216,29.3040930218159,18.4944986571956,10.4975463521929,15.2558118408193,13.7684245409461,20.3261441358644,31.7138949970958,28.1506175908633,46.5749143816924,-28.2769694857627,-212.488263111047,-27.355325646917,29.6340290319066,36.19319770666,18.8311157163637,9.69621181633924,-168.952354152063,-7.69298969591014,-9.31558997070682,9.86667192911145,-2.3113978121587,18.3331312686547,62.7274317773038,-7.46806359563383,-42.350481051777,-23.1212964126782,-56.7860184086712,-15.6212907370776,-22.83390108838,-14.6418030515362,-8.25371995279269,-11.5534310574717,-8.15316088403425,-30.7090131264279,-6.08211660176116,-16.9245067892095,-46.0084416292093,-26.0776654784265,-23.1165986347585,-17.046111011236,-35.3844039099268,-50.8254562813441,-29.4838528737865,-18.304152749075,-10.8801994656068,-5.57993266187609,-22.4536160550678,-38.5350987270461,-21.2519583593775,-26.4455194008832,-33.1036612340079
"583",2021-12-10,-5.49810247660608,0.356473801183052,-0.16228674837012,10.2407782499996,34.4908882631158,24.1662198047112,21.7041220714122,20.9716819066845,19.6327135336047,26.5993560052292,36.9711864925242,33.4769492136558,50.3344862529565,-12.1436961550176,-188.882472780142,-18.6042735732613,35.227078330232,41.1537116062188,24.9099910840403,16.1213368164665,-134.976489163125,0.520952376263922,-1.72707246326699,17.0980476625559,5.71921408396014,24.5109957560333,66.1869361765791,6.16777227754782,-32.4531897559177,-14.4879554167245,-44.0910418478764,-6.45984115291354,-13.4496009173164,-6.30795597076457,5.54180941226101,-3.72058550388377,-0.493728656070611,-20.0292809678468,2.40204553943064,-7.90433738884478,-35.2826384370206,-9.94102379214042,-14.3873480212934,-8.67528573456728,-24.2235722525405,-38.6517673314679,-19.3986073216104,-9.52347199905369,3.37242787885263,1.97814451367749,-13.6110040437115,-27.0136987889303,-11.3764578285782,-16.5035127527616,-23.1238178791079,-24.5176748962611
"584",2021-12-11,1.63020055232407,1.33537187045433,11.5626685593467,35.4196373501236,25.1949300228747,22.6139623160578,22.6729951675702,20.6708950626945,27.7075851801398,37.9086303813266,34.4298402168569,51.0156457715255,-10.8242750439197,-181.691589664057,-17.0561702967967,36.2144533336227,42.0375064351287,25.996566587919,17.2842115230376,-132.1779713937,3.00832890714164,-0.38559898491049,18.3737574727792,7.14883209716708,25.6143180086383,66.823794081189,7.29878166763244,-29.5553455666524,-12.9628735475671,-41.8530224367529,-4.83021872540314,-11.7750487628148,-4.80272484791128,6.69388851001051,-1.43929673280359,0.858354640252336,-18.1478137985834,3.90999862672612,-6.29610236715756,-33.3473209126489,-8.58442527157229,-11.8581707844133,-7.19865765398533,-22.2586724266729,-36.4897377966309,-17.6019536168045,-7.94068439218653,4.57847489426167,4.15682575058118,-12.0522318734892,-24.9866705517138,-9.62393614822444,-14.7338118093978,-21.3266144433788,-22.9458986086597,-16.1897475574998
"585",2021-12-12,0.872866918998911,11.1596913494621,35.1339070655734,24.8752707871091,22.3288022436612,22.4292063748931,20.1385485232534,27.3657264865563,37.6231291151533,34.1370070649108,50.8042569938792,-11.2372015288794,-182.689448475276,-17.8456244251003,35.9102078163735,41.768599514261,25.6630113015086,16.9237828069548,-133.052552678538,2.66062162411951,-1.06599155106608,17.9810853567168,6.71425382564379,25.27597865411,66.6293801798917,6.94581191917543,-29.9789558528854,-13.7322953910015,-42.5411814819514,-5.32514648619949,-12.2880305379184,-5.26813679574166,6.33482734259462,-1.77491178659932,0.179759350927394,-18.7257484604421,3.4524276267238,-6.78827378552308,-33.9450164720356,-9.00667309853952,-12.2325867520968,-7.93597682688173,-22.8616339389067,-37.1452138307718,-18.1512477813218,-8.42895013978201,4.20356685936118,3.83231532612796,-12.8266649472564,-25.6080911793184,-10.1548102222314,-15.2743470071303,-21.880408856126,-23.4338871100498,-16.5876231931556,-11.1542124379263
"586",2021-12-13,10.9821657423469,35.0065998457091,24.7309380327825,22.1993101109734,22.320981183671,20.0285530635664,27.1046509855588,37.4974129627475,34.0066128420589,50.7088855259648,-11.4245467640973,-183.12143087811,-18.0099089913036,35.6790694417457,41.6502429294989,25.5145703719296,16.7612939926814,-133.449009025281,2.51014185064426,-1.20857078003355,17.6842964177386,6.52306145086014,25.1254939913277,66.5436129050228,6.78594168125159,-30.166666138727,-13.8946360526872,-43.0586888202083,-5.542797671543,-12.5160655257793,-5.47764517565976,6.17233129044017,-1.92354398543588,0.0356205571758101,-19.1582181059358,3.25128747615562,-7.00693990888571,-34.2138822661134,-9.19761225340027,-12.3983096026578,-8.09362021471046,-23.3106416218426,-37.4332336665954,-18.395164297807,-8.64843820458023,4.03416656918864,3.688759883679,-12.9933125185411,-26.0686384467903,-10.3879876479868,-15.5142505524543,-22.1291854734087,-23.6542148307786,-16.7635400692956,-11.3202182054845,-27.9582495263713
