"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"482",2021-08-31,9.41954964504835,21.7067231121752,5.25882957807494,9.20641620937106,9.46763349196318,-27.6810654376473,5.63435386142589,4.41059632409112,6.52755254650466,6.60794155199016,13.3287717634307,-0.990359737190006,-16.3851055601455,-19.1401224129692,-15.8707536721718,10.2987683019625,12.4396839412884,25.6841880738423,9.26856819430021,-79.8784454883778,-6.77866014645568,-19.3428648509,0.0807046151164301,10.8450730222831,33.5573751325866,6.7492935908029,-57.1894043558993,-13.670895936447,-13.1616341800164,-24.735358864814,15.3184984520124,28.8519420784655,12.6949412092675,-88.0251719311059,-7.0231360236135,-2.7739764412713,-20.7346783080444,12.0050777734927,35.9397404609391,8.97532288236384,-66.2471128608924,-13.5006311398935
"483",2021-09-01,20.205945861046,5.09324275646914,8.41397705369846,10.5689233804924,-26.9311773177203,4.24321983484225,3.35312991506763,6.39952097248541,7.61596316242619,14.552537090983,1.10418303017418,-16.6302933886477,-19.8164379847811,-19.8628202808897,9.47562943699777,12.2488903383545,26.6745438485075,9.28267016497867,-77.8000122018181,-6.20559213257394,-17.4790290609546,1.21538117927338,10.5098371557878,33.4364890043505,6.25772867766318,-57.6660878740171,-12.8478565208285,-12.3412604661345,-24.3730782736313,15.3629647794501,28.8969302535104,12.2212700631251,-88.4290000608606,-7.15370893629688,-2.37260418051439,-19.9181995422565,11.5558295865676,35.9973444803816,8.58613085028179,-67.243394575678,-13.7767411228802,-15.6717768255589
"484",2021-09-02,3.37482128207205,8.66140022915033,10.5317539130846,-28.5889395324438,-1.27657926601778,-2.46596863344269,4.60889586668021,6.36941628414442,14.5666689248696,3.82538544256356,-10.0323301750254,-21.7103716348687,-21.7304103037015,3.41831325099715,8.9395706163237,25.5723810981378,9.21604554840597,-76.5567384540297,-7.48075901233749,-19.6769709481905,1.01014686442278,8.70255771935709,33.0538688724351,6.7160796074711,-57.8666644511924,-14.0534850138342,-13.6541900301061,-33.7796015264266,11.7810248904147,29.0031236848812,12.4342800187886,-88.6028361024892,-7.40877775733737,-2.96334816506228,-23.7129143002458,9.57975254682201,36.0744743793713,9.07262089038435,-65.4959809711286,-13.8454256078152,-16.2828089962479,-6.04187374622739
"485",2021-09-03,8.4011236406762,12.7574897793368,-27.3773048532268,2.29651217105719,-2.09074731496877,3.28418135096735,6.61790209461326,15.5788564460402,2.44251663728713,-8.7731160018985,-21.4817069808477,-25.1488724259499,3.97187079295265,8.76703720340651,25.2999334396211,10.2207809805666,-69.4783722774693,-7.3539231273766,-18.803488564389,0.617836546143903,7.02491376805895,32.3758702030953,6.38393977415307,-55.6261189875836,-14.0272403922822,-13.5247491704037,-32.9927835376422,11.3761571590595,28.2916792621702,12.6417450479453,-87.7658896800763,-7.1857475645475,-2.50629990068737,-20.6962575230991,10.0083082182324,35.7858444327705,8.58613085028179,-67.6857775590551,-13.7771070010794,-16.7146877289581,-8.78392640919524,26.246832083563
"486",2021-09-04,9.08055946040057,-30.7062707985586,-2.26376781720179,-4.56857502359233,0.756193324903951,6.13243152678083,11.7261341824176,1.0936689733173,-10.9850668869865,-22.317621218248,-24.2820016149173,4.81063792425851,7.96345808309539,22.1814411025002,8.6178309985938,-80.1832530046977,-7.63225843946666,-21.257147495033,-3.41057576373859,4.77172812180492,30.9890552460025,5.50571655904763,-56.9019569561045,-14.3236659060595,-15.1725516885617,-27.944021020629,12.4741363455231,28.6817101433813,11.6603732514578,-87.346941756436,-7.31262053241999,-4.5905699919455,-22.7467258625074,10.0617522008446,35.8295663542883,8.58613085028179,-67.5608996792068,-13.9236412198379,-16.8068352538058,-5.05338586377027,27.7459964282577,40.3225381806142
"487",2021-09-05,-33.7969021415225,1.16509085122964,-3.84107011788673,0.780419064431127,6.43541239452246,11.7799561908633,-3.01037923765957,-21.0273876281048,-20.4115240047054,-20.5932835326977,3.54186073087996,9.49427965319483,22.955527865581,8.51048834069211,-87.2116405344397,-7.5996712219584,-20.9918585430427,-5.40807778536391,7.00063720950389,31.5930746659703,6.93197049912783,-60.8326306125925,-14.2091192022076,-14.5962884372379,-34.2539049779935,11.6704050823039,28.7845536647482,12.6949412092675,-88.9307609599741,-7.20150850263854,-3.77882607777664,-27.8562063801532,8.54282422286021,35.910550608405,9.07262089038435,-69.3674540682415,-13.8843093134296,-17.2936435691925,-8.62501581334828,26.3478139944578,41.6844247826442,10.9024880507855
"488",2021-09-06,6.70485510273087,-2.0953279707605,2.47560205340872,6.9294713416951,8.69014633154936,-1.51685401013491,4.00581855256912,-20.8687690695879,-27.0484519297379,3.54774188693129,8.19897146056906,20.2932472748205,10.9331683306832,-54.67929554837,-6.88641936358756,-23.4524715872069,-2.01384752829065,5.40772580409579,30.5885700418524,6.38393977415307,-54.507728543478,-13.2244121829425,-15.2138888106194,-34.4098227322316,10.6636933043149,28.0040513066724,12.83055896067,-87.5606779867324,-5.80996752730001,-3.53146333643522,-25.2054229888955,8.24473614463758,35.8672031558101,8.59203566796756,-68.8858267716536,-13.2436712218503,-16.7973031978272,-8.51401966276904,26.1988121347588,40.2653744662094,10.2847518327624,-87.374393073223
"489",2021-09-07,-2.30153237765695,2.20144111043785,5.9839332639636,13.0361425377684,0.301714320421528,2.23856065533426,-22.5805058265633,-25.3039552235513,4.03238538017075,8.23792243034359,22.5064260691738,10.4167156318426,-62.5251662497712,-6.86970198263123,-21.6599221291705,-0.243545325566427,5.45598599744153,30.4228312967741,6.58322367414388,-54.5449173558869,-12.4683061976623,-15.5123827131862,-31.3982064637534,11.220549918769,27.8968176348904,12.8623964622452,-86.1780780232487,-5.94390966347039,-4.30879972473979,-18.8952487920658,9.53736370528016,35.7454374528125,8.90475991258319,-66.749569845436,-12.4423741836343,-17.5773184431962,-7.26962210615727,26.3082747059295,40.1092513069269,10.3273713847665,-87.1661578924361,-21.8223411377567
"490",2021-09-08,3.14718625332302,7.18687020110276,12.2000090328117,0.253248429448369,0.547928349183467,-23.1599858011984,-25.9984303092611,3.21467752590078,8.33406533056019,21.5405996218471,12.0755318817257,-59.0946861082301,-7.11430848679076,-23.3260858133798,-1.63026833142066,5.95014036264764,30.7430970157511,7.30134039232486,-55.986765310658,-12.6694720945358,-15.7143847982851,-33.5734619061124,10.2146491738957,27.866706972278,13.3825913366252,-86.3225610127199,-4.71890237726621,-3.85225486592794,-22.6059944618688,8.22448139101951,35.7605445990704,9.36451491444589,-65.492782152231,-11.8281104220405,-17.5773184431962,-7.48292158386496,26.5144104397724,39.9875041636167,10.7107824954458,-83.7495810808842,-20.0249462396116,-8.93435305443221
"491",2021-09-09,6.87466230353482,11.925253483278,0.264174306037716,4.9580967532125,-20.6604625408962,-22.7348138212207,4.67935156770436,7.96141208033867,20.5601676502098,12.7052640162317,-56.2386675614667,-7.35403901610128,-23.6598946937637,-1.4858492279086,6.48320543666506,30.3058490039964,6.636594546623,-51.871964973352,-12.7051159099177,-14.7844783676407,-30.1575571772212,11.8321429666186,28.4748475203158,13.0206025334051,-87.3270444079281,-6.13263268642863,-3.33062895393301,-20.0281321522421,9.12055486518785,35.8445718589814,9.03336700115345,-68.2415135608049,-13.0500521376434,-17.0055430977702,-7.69259152163568,26.7275884629925,40.2571120556399,10.4232241624363,-85.7408432781089,-21.8264219593148,-8.11871159418503,-29.5772229245681
"492",2021-09-10,8.25508095657477,0.331871488316506,1.21269798020638,-27.0647998382531,-26.8502881259459,3.47900761763009,7.45709547602637,18.8694054836594,11.5007206874471,-56.1424440241596,-7.98095377458225,-26.3603198663591,-3.67021237961039,4.10447988777408,30.2930366049577,6.67249441503197,-55.0226705326693,-14.0220759798788,-16.4771595512486,-31.5677460597575,11.4210832847991,26.7066166402902,12.7260264033209,-87.4749315318605,-7.04264858172228,-4.93630697768985,-21.9008434347715,9.18972653503655,34.7174631977292,8.91045754368349,-67.1602070574511,-13.7202312350219,-17.5773184431962,-5.13142699654818,26.7001989534261,39.0984548245098,10.3477077173262,-85.8800458503937,-22.2903581423627,-8.21167577915552,-31.2005297694299,12.3653749676949
"493",2021-09-11,-2.28343688644036,0.937824107441068,-28.0890664632577,-27.3553818073248,3.08384410198092,7.45160357388992,14.9836772420143,11.0088604984135,-60.1596302849124,-7.47710592298625,-22.1390319721561,-1.22839766217792,4.45192626132438,27.8480259168942,7.62902041191051,-49.4858057333704,-13.5397555033786,-16.8486233362016,-28.0750604373095,11.8389633080955,26.0616083124396,13.4272113831384,-84.4443125798795,-6.25270002955822,-3.21524644390399,-18.7213698397898,9.37646306374077,34.7801885254876,9.68986558770267,-63.2924540682415,-12.6111903847209,-16.1667147709864,-1.41508382580619,27.3154271006898,39.3636298360283,10.9024880507855,-82.0975340842307,-21.3399466299511,-7.62744113908168,-25.5926042983565,12.9448076133721,35.2040634964427
"494",2021-09-12,0.655905567177033,-27.4721767819726,-26.5258982425641,3.16340694533869,6.39265613205998,14.4017700160155,12.0572298980965,-55.894149228235,-8.01702111319597,-21.7387589136493,-2.90315083019799,3.82520984844472,25.3888253309316,8.2162071181565,-49.0402842453472,-14.1265804645215,-17.1844662298507,-30.4579654948356,10.2218015919239,25.7651249770317,14.2914093736754,-82.1978455358773,-6.97652498702954,-3.98245607175532,-17.8954395185217,8.81080592097432,34.6281042136313,10.6697306375171,-61.1242618110236,-13.4100982382965,-17.4972987574284,-4.71382357725046,26.785219826776,39.1823504538592,11.7563166862729,-79.2495802713786,-21.9744158116655,-7.74763136999996,-24.073806513756,12.558207533306,35.5077327928779,20.3740813036273
"495",2021-09-13,-29.7056620593317,-25.4360055948499,2.61583229507238,7.53295013086212,13.3142850945322,10.8918657051105,-60.5724686311594,-10.3142175746808,-26.4698042864775,-3.70504456049623,3.97170516942229,24.9802410973373,7.38035927410716,-50.3453232030773,-14.5913849296898,-17.1122247051709,-30.4281032363785,10.8586018044529,25.591099572642,13.3166450903342,-85.17869271499,-7.12582499467745,-5.94296170598769,-20.3415063151649,9.067130720728,34.4756498908156,10.0589286461353,-64.2987386993293,-13.8303276439274,-17.7984780533292,-2.62700377713119,27.5444420542313,39.491687227121,11.3271292014584,-81.2136026072554,-22.3103364252949,-8.75254553158929,-26.1663129853711,13.5211085604828,35.5879486921013,19.9022300856969,-47.5760395072556
"496",2021-09-14,-19.9581636420061,5.24225067103712,7.42577471202126,14.426175823037,11.8493127687589,-54.3084619608322,-5.86294895637879,-18.4803185250725,-0.6619612429001,4.07541221997692,24.7551998276928,8.54014138384797,-50.4640033896756,-12.3064034304485,-11.8212862155888,-26.2112409644159,11.4547507382317,25.6678382954678,13.9490244824544,-81.4753413263547,-5.28647701176747,-2.27336486053222,-16.1390289904213,9.14002799560069,34.3441141153029,9.69793092319554,-60.9626695100613,-12.1373909225619,-13.3034346484314,1.61134253820805,28.1549329120901,39.1823255220228,10.9024880507855,-79.8841658288284,-20.4983806826919,-5.05961172158158,-20.3731939678526,14.3215033166614,35.5282757596176,19.435373669967,-48.8464608914049,-8.66663929741351
"497",2021-09-15,11.0043676642334,8.84317388869744,16.3265740605728,11.2078170005492,-56.1066194863035,-2.08590018210096,-6.91715193042379,10.1426274834517,7.32834399896848,30.4016875190858,7.23773602227865,-52.7116781802094,-8.51009917288563,-2.73941971249334,-13.3166915018615,16.4471385219017,27.4281167203087,11.7115950828875,-81.4194206073885,-3.89310673410626,1.18648944184216,-11.0175256421124,13.2488704156014,35.044116897072,8.82937587033307,-62.7889326334208,-13.1616486471654,-14.9286261406274,3.49847288236676,30.6227891411907,39.3462897438403,10.3273713847665,-80.7474488432975,-21.493036580721,-4.99549003797214,-19.4491150442478,16.9810527169259,35.4782128892261,19.2712717140345,-48.729468984213,-9.25200897427149,0.512082370656234
"498",2021-09-16,7.84374769247809,15.0456944834421,10.5261138278456,-54.5818070892563,-3.37649237002475,-11.5745408570364,-0.0751088288131296,5.43226719783508,26.4920912756193,7.75341473615488,-50.6125717086707,-12.5484749275218,-11.3911749597394,-22.6578685550418,11.1061214480581,25.5416708651679,14.1530182043145,-81.4753413263547,-5.79558114971135,-0.353889223406494,-10.5546607894663,8.772970596684,34.3131223539758,9.97340441426958,-61.428258967629,-12.0576989920056,-13.0875202593193,4.30674281170369,27.5551767986955,39.3175059387634,10.9920016705546,-81.4492172890955,-20.9702892533634,-5.085036182546,-19.580379718259,12.7915342789239,35.3100014324899,20.06904045309,-48.729468984213,-9.82656068723129,0.462247759069988,-6.65707600540017
"499",2021-09-17,12.1364435548304,11.8558361293448,-53.7875663473858,-2.75013456929524,-7.73516144593736,-2.25461311901684,1.9188914159694,21.9472633689307,6.36464791749548,-49.1707895257916,-10.7116270011868,-7.88628516436952,-27.0778054391328,9.98770678151406,22.9394645280984,13.0001527527963,-81.3346418355547,-6.82927131757308,-3.31941392514277,-16.5223061654093,8.53904174846597,32.9012996211445,9.97519737510533,-61.5662073490814,-13.0729103781351,-13.6861970204924,4.9680118554931,27.3042892729353,38.0993314278762,11.1159626276222,-79.9604475594218,-21.6927602677019,-4.78436519070403,-19.0774938293902,12.3344735148502,34.3577404858794,19.822615965774,-48.6903603890926,-9.82179417184196,0.238835061432305,-6.11225020594789,21.0371284651566
"500",2021-09-18,8.2924624007406,-53.3473735586603,-4.06032578915033,-15.5649350352431,-4.75291531689885,0.805831938267164,19.0287581930756,6.27315441033958,-46.7261175336787,-13.660725112162,-15.3975938998936,-29.4734413476732,8.31690831621861,17.6437665593826,11.8227513833675,-82.4249771772869,-6.99713305952364,-1.98065163162051,-20.7362888870052,6.41913413606432,32.596407024181,8.58613085028179,-65.4007217847769,-11.8130673398826,-14.417602850736,-1.20798920475424,27.1459793714701,38.0444963469873,10.1624698693741,-82.7275641492664,-21.5585367238455,-5.8873106021648,-22.7909593040756,12.1449804142153,33.817797891587,18.6824833622337,-50.1145052623186,-8.64306797242885,-0.080220379003459,-9.4910708683411,21.4018594811578,34.1774026456994
"501",2021-09-19,-59.5687633457385,-3.05084851302659,-16.7347979267977,-3.30595665247897,3.01136330197577,20.8494133735777,5.21186155399822,-52.1350594647137,-15.2814687434549,-12.8841845319762,-28.6531933858849,8.74838304263861,21.8613980910156,10.213946521246,-85.4847239973221,-6.33549060096887,-3.53146333643522,-19.5361373654319,8.47593790816998,32.5904476187521,8.15889816580107,-68.617415791776,-13.4807913945448,-14.961457338869,-0.633798998789151,26.5661695164655,38.0079321468439,9.37038423932264,-87.4345879050159,-22.2906006259625,-6.31032138493375,-24.4348417464331,10.5700641542134,33.817797891587,18.299587701782,-54.5641046085154,-10.3847654917082,-0.731543453763186,-10.9445367639766,19.9665750686638,33.9380766438223,21.3156026544575
"502",2021-09-20,5.14400644272122,-6.48218641901638,-1.71621464576766,1.88650929571496,17.4371716684443,7.98169354591913,-17.130661402146,-4.80516882172028,-2.63513586738598,-24.6905598498183,8.19345247218219,12.2926424477361,10.969898152073,-51.2595094638184,-0.829387070036453,3.82496181285955,-16.2376027803679,5.0591891115523,22.8936069595584,6.38308700043628,-52.8325678040245,-11.8176828933648,-16.3583179769543,-1.56115398285532,24.4096060263922,34.8676618126043,8.65532919070345,-81.7167669644028,-20.6979860849899,-6.94454443726783,-25.3625082776473,10.3966311436781,33.0185905360165,18.9703620367966,-48.9317161005687,-6.93665546304511,-0.589031437795278,-8.92505824226759,19.9677206228479,33.7288423736918,21.6645575046727,-10.1487712008055
"503",2021-09-21,-8.6227006652324,-2.50575618472087,3.52176222936654,19.1449143553453,6.72658444777672,-16.9615185968294,-8.74948098665815,-8.58954546144193,-25.5119332736088,7.76451174529217,13.7347060950383,13.3919569924502,-53.8035603432536,-6.16991634817514,-1.54423322046622,-16.9821140968043,6.5664601911763,23.5505957443925,7.24969071425584,-58.4486001749781,-10.4852642555293,-16.122625311753,-1.36612268748607,25.4717411034214,35.1724385529961,9.08176512772324,-83.9167844497224,-18.4305515141622,-6.79107716611882,-23.7984919631569,12.2118837318901,33.4579882535826,18.7259675225674,-49.6792277946101,-7.91292205521054,-0.722383780542833,-9.93662337206705,20.6310949505732,34.0179036285395,21.4969134214723,-10.0463300436347,-6.60766943157427
"504",2021-09-22,-1.01922602013393,2.77643576783745,18.3816020367067,6.66165192643143,-15.7620902584212,-8.26765104666161,-1.261015224979,-22.4067554731217,8.1803328939705,13.2577059784681,11.2802784683477,-55.4651816687968,-3.73394709699023,2.68209107828495,-15.5028820886666,5.30923711988115,23.8469727397323,5.59984102413923,-59.4646033829105,-12.3003786839361,-14.1058591061477,-0.541268320893498,24.9503889329452,35.2898849545343,8.27937198767338,-81.7915652760981,-18.9434693843755,-4.37426719545158,-23.177916741918,11.6135240730324,33.6461113203843,17.6086632128633,-54.3509807048318,-8.06812704736233,0.270770226309667,-11.0131017271286,20.8409780831971,34.2692981990118,19.6457808186292,-11.3274465042041,-7.917985901688,-1.97651983256926
"505",2021-09-23,2.25286463390948,18.4655105265254,6.65204884169292,-18.1547037980152,-6.87379432741382,-2.5233417647624,-24.6748877914384,8.45310440486772,12.7434488563283,12.1819113957405,-56.3999756557726,-4.90339147827609,-0.0115343410567725,-15.579434036902,5.10142057041829,24.5193691375553,6.94675902407149,-59.2397473753281,-12.9491630536194,-15.9509391443352,-0.0360469038970225,25.746228095075,34.7155875835466,9.77686556706809,-82.1046617804912,-18.0044664296242,-2.63809637434023,-19.4751971585094,11.6265069399048,33.3345580238006,18.5523558549944,-51.2359605060331,-5.70349288541596,4.16604983721561,-1.87523909184567,21.6883847060524,34.6842958083196,19.9656360923916,-11.0183370507946,-5.27085331778465,-2.32609128961531,-23.5579485689579
"506",2021-09-24,18.025773058999,8.66407564953943,-16.0722029983675,-4.8284224566509,-1.22832808446168,-24.2329863909135,7.5159396744628,11.5025931919081,11.1578203703492,-54.5589921489867,-1.66334739587963,7.12553142684362,-15.5028820886666,5.09088254385422,21.0972260412108,5.06504961521067,-59.2507655293089,-8.74803797815707,-10.3090961568349,0.473135380333614,26.1450959826174,31.0450652914931,6.49178048693369,-81.834558115212,-19.8560711979163,-6.85359953594188,-24.1160319216182,11.9154289362867,32.4675877046383,18.1761332858961,-50.5473210014352,-5.98618883505085,0.443130928642438,-10.6567258433743,20.770773796948,33.8013069117569,21.3156026544575,-9.60088215138433,-5.8535441880165,-0.816669988705081,-25.8486053316069,7.20593168907634
"507",2021-09-25,5.40699574624353,-15.5509676776153,-6.88600813518966,-1.68867002334357,-25.2204104785014,7.20653373386874,9.39108890350955,10.7646041220342,-52.0356521209908,-5.53004293176186,-3.442648910298,-17.8545816733068,4.83119319345054,21.3343682941086,7.09955116213743,-51.6874453193351,-13.7506174194611,-14.4330054838925,-1.28519448912343,24.208864183419,28.0254284785397,7.4740290784827,-82.6044140717967,-19.3607974595604,-6.00328913536264,-26.420624887123,9.29167363444262,30.2204787699687,16.8381459721594,-49.8799035241588,-7.27397439944039,0.456460303851165,-12.0241895165942,19.438861460453,33.402858205387,19.7579865219404,-10.347411672101,-5.75968605863777,-2.37592186565677,-28.1604057383519,5.44850348059702,42.1676315589333
"508",2021-09-26,-14.0302038374783,-9.28409228700244,-4.71134818334132,-26.7156205122203,7.34281028722067,11.6192601549395,11.418152187611,-53.9443734404479,-7.78946900624443,-6.22109898158935,-19.7001144358735,4.68212138092584,21.8141200461774,5.90359847239737,-58.6081146106737,-13.1324954722573,-15.7906407495393,-1.98739902047604,24.0788952802341,32.146067651042,6.57867208968869,-83.9907631370607,-20.509617727562,-6.03306414122507,-25.8647883932334,9.67509387494489,32.8924624501945,16.7737958253069,-54.4548317652687,-7.29780697638709,-0.644790216140955,-13.8173243842984,19.6186208037273,33.7840886149923,20.9629850643895,-11.3157921539014,-7.69065427787426,-1.93196465351139,-29.8591891638395,5.49376982017857,42.1518179609084,13.3068496257053
"509",2021-09-27,-3.06387814117897,-0.000231195998575628,-23.9610860258136,7.64991340465314,10.7308711346622,10.8527272102375,-47.3448968413365,-2.99796296334574,-0.313577678899578,-16.8043252521828,4.1319856086107,20.1812804055391,7.69090251671935,-50.0598479877515,-14.3116184622139,-15.6518727381719,0.0680245061717243,24.2409665852438,28.3947354599193,6.13887583768144,-83.21970911228,-20.7214892514709,-6.73789355461117,-24.880858316778,10.0121619361802,31.1834595162429,16.3480704037403,-52.4423935576463,-8.7625240991606,-2.50551240461929,-11.5041128857601,20.3235119146902,33.7288423736918,20.2402386954062,-11.6558052777766,-7.08716564576163,-3.55620888977478,-27.2679231988726,6.41158039621777,42.1834451569581,12.9455388945327,-77.1766912899154
"510",2021-09-28,0.654058898625613,-24.2238814033161,6.19367470802809,9.59645784803599,11.0884066355815,-44.5108027508977,2.66164521456579,8.60387553859508,-15.3509896583877,2.16763556203073,18.5487965103776,6.85601926835245,-47.4402887139108,-5.42413698479777,-3.18038009813282,1.88358213001283,23.3162786671775,26.6540112665306,5.88361188338933,-81.6735029409336,-14.146836239588,6.0841599025807,-19.462818313166,9.63909454385139,27.0585570051411,14.2027378638771,-49.6593246691118,-2.90319175254215,10.6909205959842,-4.43610757463208,20.0876922307102,33.7203633852202,17.2576804362364,-12.7663634983615,-2.59280622449043,8.25053152614444,-17.371187910205,7.7914808167327,42.6315682080828,8.57569300741385,-77.2563584085277,-8.15190643162286
"511",2021-09-29,-24.9664837415759,7.79373448180731,10.9849239231585,11.2632579880166,-42.8627675329154,1.3348739435004,9.37526880879583,-12.2593350004238,5.08309011758469,21.3047317536451,6.02776399854172,-44.9793252405949,-6.05707699906701,-2.05387313780776,4.95852384652919,25.4976742094158,32.2463784014504,5.72312619006405,-81.241069130154,-14.428270985477,5.5930985753251,-14.0584364276684,11.8282088508491,33.1504698036428,14.5024565642148,-50.1515657391166,-3.34756534498056,10.2554292384321,3.99685663799927,22.8378840444341,34.3106837379801,17.3996553320644,-13.1093544712111,-1.45127869140245,9.3354594379111,-6.88947084270318,11.0324182596853,43.1135490536883,8.51816754282082,-79.4316880172051,-5.31517205023154,10.5979344799668
"512",2021-09-30,9.1585307911596,12.2057127276823,10.7421208198243,-41.1481853407177,6.79215473899542,9.53714057820284,3.54327371365602,8.3611728738923,22.0469024109023,7.71385141932772,-37.9288604549431,-0.289841391800687,0.162104156953287,17.2015192862608,29.1856911372168,34.2800583205516,5.80494941037981,-76.9944597440991,-9.52379375251846,7.70667659509694,-3.66784811269641,17.4095455996595,33.6738034729923,14.4369388860576,-50.7293892521129,0.816838915239201,11.8968726258576,6.90031716988122,31.9789477488297,35.21342506508,17.3645506456093,-12.7787914104092,2.59354464778951,10.2028602750648,-5.54527382077144,21.9111014001548,44.3510056088034,8.44553832572458,-77.2143586267084,-2.38919160124506,11.2364586007385,6.53096907650945
"513",2021-10-01,5.64740888264547,11.1879775911648,-46.0216257886515,6.70656337137317,9.33802657199384,2.24485038569128,4.42331284448951,15.0249904510425,7.43437165687511,-42.7959098862642,0.0856154986005064,-0.704913301214452,17.3876393833698,26.1747480623362,25.6260259450662,5.90748676136544,-81.1808479894311,-9.45163221033854,7.16099690216519,-3.42723947986274,14.0417154410982,31.217315796827,14.1511988059485,-51.4799523600701,2.87566965809048,11.9983418843147,7.34748217310958,24.0312850963516,33.6391329756149,16.2430680590565,-14.5665556520689,2.4567029678347,9.81163045644808,-5.43525671674342,18.9370380003543,42.0218079255342,7.62918107173314,-80.2191839263173,-4.10230778372994,10.9241523666594,6.5246680835459,26.4130143711506
"514",2021-10-02,11.111782586945,-41.3923680847179,7.04764040670456,9.42649887784547,2.02439885846685,4.52151169895524,14.2650155796904,6.88045732454384,-34.9630139982502,-2.97954009110368,-1.4440620767745,17.2023626648353,26.3503184145843,23.7312188476705,5.33846981756177,-74.5838898683906,-12.1513144976804,6.4929311359139,-4.1559057251219,13.9214072880403,30.9037419820355,13.9542486802504,-52.5508890129166,-0.94301294956664,11.4564108272936,6.68725976962172,24.6234960692086,33.774736581133,16.3946344976593,-13.3293176021429,0.0877748449833412,9.82869576772308,-5.54527382077144,19.3801968649586,42.2437663816818,7.18541211857147,-80.507457104119,-5.15571032651373,11.375874620696,6.5246680835459,25.6358118361153,44.0982249876773
"515",2021-10-03,-42.1627817337147,4.59027417486751,9.69388054332611,2.28159171823345,4.7282252471437,13.8900687631933,3.65341668609041,-38.1297025371829,-3.22726524340047,-2.57791789702716,16.676666726908,26.0880352999131,23.724846270297,3.79518121944988,-79.2007994676692,-12.1378911575891,6.69778214774985,-3.58568870025886,14.8809840526612,31.0231691982831,12.4262932798275,-51.5595548955509,-0.0577313519415819,12.1550719005052,6.99256361108132,26.987634964584,33.7650746427243,15.7518219387143,-16.3870932071579,0.409422629608962,10.7874892033752,-5.36908441215293,24.5379640055595,42.1892542968777,6.89964290224122,-83.7116040955632,-2.00931250633436,13.1808218637073,7.55935798757226,31.5963729953286,44.8805624115965,5.48208871290342
"516",2021-10-04,12.453406188485,10.8407736349726,2.2274730863779,4.97337190928198,13.8330959913637,4.86265919998087,-20.5501312335958,0.425882223807688,-1.58804200617216,17.3996530099579,25.2387929055644,20.7605656136124,6.73059108820379,-50.5963526108982,-6.1661272885129,6.69778214774985,-3.28624480765758,12.5495978959851,21.9227198208857,14.6463982757337,-42.7463057460267,4.22457218658295,11.4138512226894,7.41332477831506,23.4535366002824,32.0941082717951,16.9641416739544,-12.140699969106,8.11624733279415,10.2630257125772,-5.05105662935502,13.8280024490996,42.2150723530077,7.41657575216345,-82.1033884239563,3.80136479403042,11.0553701546178,6.5246680835459,24.2059121068761,43.3807627878552,5.31291850494815,-67.2951797527578
"517",2021-10-05,9.35133993853565,1.24276828854794,2.06027148114819,13.8330959913637,4.30394272087783,-22.5466608340624,-2.09102134899293,-3.05996758508915,16.2288959572045,23.8646607544955,21.8864898367862,6.0010433115604,-50.0173638937864,-12.8164844688269,5.09661706565517,-4.1559057251219,10.137358934209,23.7544897948356,14.2221962243213,-36.4688048158189,3.80037186639823,10.7695980876008,7.31519844876199,21.2032928949232,32.7856824098178,16.6441946602192,-12.528644821671,5.30088311246813,9.5903926649392,-5.06969338570535,11.0324182596853,41.9597731745728,7.0258187708966,-76.8834447613259,4.70917375203156,10.3765575324342,7.14978331472749,23.2825470856021,43.3243921869629,5.04821466876148,-69.1487648487263,1.58881196942826
"518",2021-10-06,-5.91440090701025,3.26383631778497,13.8330959913637,6.41427256590624,-20.5640857392826,-10.9655891553702,-14.503332149227,5.26093831890553,22.7507634185367,24.5429994395323,11.8370585208291,-48.4174571488244,-19.291900574627,-6.69981343053322,-22.7379447354163,8.94001124979098,22.0071412275908,19.3434559543918,-34.4059626322224,-7.1731791271412,1.45108558728347,-9.82520235519383,17.5581278980552,28.3361791425384,21.6892484181285,-8.57344059409541,-4.48375329416904,1.68893761211879,-20.9053277179048,7.66237535736229,41.9687975915102,12.1090439358794,-74.1187760063584,-8.84784529806655,-0.0962461246815914,-8.28492441847508,15.402496355143,43.2945358212729,11.1347767103989,-64.126663926124,-15.2629115166137,-12.1313271788656
"519",2021-10-07,2.98050782496082,14.8440550918679,6.87775294194991,-22.6550379119277,-7.23182591515286,-11.6203107539057,9.66621184464965,24.2046636312373,25.807903691308,10.2258221966301,-53.1133522271926,-20.0029748597735,-5.59782452185148,-18.3526729275781,9.24233671333811,25.1475517685945,17.0938157404113,-39.785022324988,-6.46421949998863,-2.66218383014959,-10.0286336731727,19.8009561960466,31.9935716942039,20.5497582180153,-11.2337109478629,-4.88889167539191,-3.62021626470001,-26.7023350086588,7.13897994032338,42.1518179609084,13.2802388842563,-76.9271529758287,-12.4239512675639,-3.32941687565412,-12.2129148069283,14.2806986223928,43.095540370208,11.5072033578953,-64.4296987239525,-15.7647828650649,-14.1155044968019,-21.0783708197053
