"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42"
"507",2021-09-25,5.21186155399822,-20.9393472382036,-9.33011453200614,-3.71062352838328,-25.7821960914956,7.79373448180731,11.6601565201242,11.2871332500831,-63.170602316759,-7.19728147071774,-5.28585616090209,-18.126395128705,4.93541491099017,22.5092199598355,6.61031589977747,-61.0102307524059,-11.9121892322046,-13.4666581559024,-0.382963150380425,25.2571819895597,32.2678895898613,6.3273627493811,-85.9394473667595,-18.1854577656654,-5.59816392606337,-23.9095403648185,10.484007053923,33.3383665016651,15.30353973886,-54.3509807048318,-6.54400265019677,0.301155993726893,-11.9399178637283,20.6344447409681,34.5678690963183,18.2980708884202,-12.3377520926179,-7.95823519618027,-3.19625274068168,-29.76574611461,6.46866816477464,42.7365779188377
"508",2021-09-26,-21.2363592557668,-9.62234200866431,-7.74130179241922,-26.3867380059514,6.03197130858594,11.2948829655446,11.1796945707837,-60.6882113078936,-9.58183905860174,-9.62000211137089,-20.057239128592,4.25054369763058,22.2545525613496,7.42605530686525,-60.736865704287,-11.710751330882,-11.3655558269133,-1.25838107458479,23.8704015091438,29.393408421376,6.33127320514497,-85.7345898478292,-19.3313544305894,-7.27740054770928,-25.4060186021311,9.43400122632857,31.2311587782453,15.4602038021752,-54.8392600861107,-6.16128096635502,-0.643716054036227,-12.5661074194543,19.6781386563032,33.7650746427243,18.3769741241834,-12.6846545234447,-7.95444903520815,-4.82253670852435,-28.5416700028291,6.21905978915557,42.2345340538027,12.1820049577319
"509",2021-09-27,-6.05371650297079,-1.53748229002527,-23.8961093528894,7.30835989945742,10.7168866681287,11.7171085041301,-46.7620351774086,-5.69819922239149,-2.97664198187348,-18.1762948207171,4.77750321774832,20.003398751271,7.44162418345575,-46.2162839020122,-13.2972760368074,-16.2384438622588,0.132976704678952,24.178760226117,28.3891050202081,6.65875351352243,-84.6288740911277,-19.0625229176573,-4.58046553915902,-25.5428932635001,9.9649077466466,31.9005462915312,15.8106644101913,-53.6700685696061,-5.55016464205284,0.0800983151279128,-12.1682113602277,20.6310949505732,33.8897173670509,18.840501054581,-12.8725972905454,-6.45939263987026,-3.99186100591323,-31.0086381823215,6.28820861934433,42.3921382766981,11.2898862497455,-80.25138505774
"510",2021-09-28,-0.568344788372582,-23.9610860258136,7.01582472488734,9.52083345681867,10.2788960555409,-44.1219645791492,0.105417421985944,6.30605070678793,-15.4070897262016,4.80695890645756,21.0955284487607,5.12354994292409,-46.0829779090114,-7.09395752154108,-5.57545347572212,1.40490304158459,24.6543645646509,29.3196002130176,5.16403895814861,-81.2029414193223,-15.5339607152911,2.25514557355197,-23.2001478688821,10.4655437145594,32.9239878397521,14.3998589346772,-51.5017341731781,-4.49644839509543,7.12942872153226,-9.31198222067494,22.2378476276256,34.0487116825161,17.7593549050877,-12.7663634983615,-5.15191317813905,-1.1906119194738,-29.5670461885012,7.41082838047634,42.4912260036765,11.6672477989968,-79.0025149220004,-13.0520952045551
"511",2021-09-29,-23.9610860258136,6.66369330431494,10.0600731428301,11.2309393151328,-43.3222465664496,0.556748678664963,8.71032382173775,-14.8321607188268,5.04746079584319,19.0469872905248,5.32100971585554,-41.1592629046369,-6.59512650238736,-3.50902511045492,2.41447237633961,25.351684866938,29.6455989325185,5.72037366097556,-81.2027957083255,-15.977106393918,3.76611827174003,-20.1463732616941,12.2579014579121,31.1452456366533,14.3211396055228,-48.729468984213,-3.76544052412475,7.68187029199631,-4.9376893759222,22.1419894141064,33.8013069117569,17.2823061885899,-13.2574418337342,-5.09047078665069,0.522274267490534,-29.2304254960588,7.7607418703948,42.8039828007412,9.10507327576235,-77.9171614692911,-13.4993700277582,-3.86897968049605
"512",2021-09-30,10.3639839990191,9.33928433830634,11.6517923631239,-43.0881261030978,6.91307816805191,9.55690209755576,3.90660761210477,8.17316009071589,22.5256430968794,8.62963505278277,-40.8094925634296,0.537906810822667,-0.54561399613686,17.6893384899909,28.3453579443261,35.3527123510988,5.72537825931827,-80.8157508730517,-7.60038229609496,7.86667996856909,-3.17669767021853,16.7016702392354,33.8242635498515,14.1002820950319,-50.6553314197629,3.69658197126867,12.6281914820898,7.66269209153329,31.612245314,35.0989374701163,16.4154791913164,-12.7148307063758,3.71173521812397,10.7005381702212,-5.54527382077144,20.3498205986078,44.3533459594789,7.89478414299382,-75.502156482304,-2.99335248040633,11.6791730021129,6.2290177947335
"513",2021-10-01,7.84023566928061,11.563073539015,-43.9450611648713,5.62041081100448,9.36942018105658,3.00182249724506,5.02814637064969,19.3004893773866,7.6415911132892,-42.8963254593176,-0.261676088030304,-0.588796873959291,17.8553786468593,26.5011139949245,30.0579590399847,5.72537825931827,-79.621760561214,-7.87835130077665,7.15916103392808,-3.49800207693696,15.0052220313474,33.4137030925866,14.181819347353,-49.0601977356083,2.43553474544461,12.1521667802674,6.9220757928741,27.4600666066206,33.8734526908569,16.8774113894748,-13.3293176021429,0.553030287197914,9.67081921467012,-5.83322085700101,22.0422329670992,42.3860934013241,8.38036428749384,-76.5673087412533,-2.08691429533886,11.3998604556255,6.5246680835459,30.6568776220655
"514",2021-10-02,11.0147635577654,-44.6101637149291,6.72614827477154,9.43497694435105,2.61906275606793,4.91722729285398,15.0005831016084,6.63275082027957,-47.4777723097113,-1.44745074364745,-2.38216291823006,17.3393544539425,26.4324731535921,26.0646293034843,5.49769454836346,-79.3613972713187,-10.2289045182383,6.68699835028983,-3.93477966407803,14.4796021526627,31.0231691982831,13.3903862611421,-51.2580728751395,0.786549682658827,11.4672175490746,6.81449711268132,24.0685775761417,33.5391064123679,15.9761407479809,-13.7733614434517,-0.46164866237405,9.5903926649392,-5.54527382077144,21.1930636846671,42.1834451569581,7.04690733318847,-77.3258216840432,-3.25883036612033,10.7153689698071,6.34611293567517,28.5547174863876,43.6581209678446
"515",2021-10-03,-44.7416874606942,6.24360519315159,9.09652223325696,1.40392684580826,4.92500384860156,14.0869725471483,2.62655315232399,-49.943394575678,-3.5342516876132,-2.46456931832479,15.8406195218043,26.3503184145843,24.5429994395323,3.93777498305307,-81.2208072065421,-11.8581380256078,7.02814929397067,-4.36023192462826,13.9146105393312,30.7672309969599,12.7191703179472,-54.5382514750439,2.59737767010168,12.1927033795744,6.62520721293293,23.8556388601632,33.5525544989286,15.8542671948146,-16.2564800952136,-0.268361139150302,10.2842336057405,-5.54527382077144,19.5570942305611,41.9403207486154,6.72388118280242,-85.3497066249007,-3.1679619741755,10.8050130658294,6.22550767566297,26.18198994317,43.3807627878552,5.31081982039434
"516",2021-10-04,12.1530268235664,11.7088305481484,3.14931762312453,5.23088435309371,14.0400061198921,4.30140269302717,-18.0660542432196,0.392578160730286,-2.43311649386115,16.8579328791137,24.7178141175043,21.9512727203825,7.10994454905036,-49.0149936615716,-7.08253195460707,6.53266714114689,-2.99451417735235,12.9172785640807,22.5568990306818,14.3603608223742,-35.1541321160899,3.14188363020086,11.4366283418648,7.31413075819186,23.3561702861082,30.9304574191149,16.1627912958486,-9.56310008628002,5.03827610204452,10.1916650056475,-5.26240537690246,14.3285317949455,42.0817906186873,7.06527983654729,-75.1894665482257,-0.302743952011277,11.2159251726203,6.5246680835459,25.8439406111458,43.3123832527887,5.28382679475213,-65.0656035056343
"517",2021-10-05,9.80360340634507,1.68761125709926,3.52354682888456,14.0167997457891,4.66765677948374,-27.0748760571595,-0.78263542066846,-2.93926644612687,16.6739859878674,24.8119701311039,23.6849054684493,6.42637529306339,-55.8400360391865,-11.0222793142958,6.02117470883231,-3.44198121726567,13.3452114910027,30.4675753250956,14.1498472712354,-47.8058722691756,6.23339183955503,11.4138512226894,7.60969888089836,24.2251698524424,33.6244886574935,16.0367199958846,-10.2698445262141,4.43761054579931,9.5903926649392,-5.09273006366541,19.3927412306564,42.2437084139471,7.03817043995035,-81.5975209219693,3.87955718201167,10.3049900278431,6.94473428111613,27.412622611007,44.5192318768617,5.48531210685898,-63.9757504354496,1.01499741934709
"518",2021-10-06,-8.91606446554209,2.13817193806053,15.6090763777514,7.38445263893951,-23.6969597550306,-9.24976675264805,-13.9282727588938,3.72548027397755,22.0766670782359,24.5429994395323,9.57715265438008,-56.4733931719827,-18.4214751361654,-6.12074356263345,-22.7379447354163,8.29303425105279,21.601937575272,18.1437712412644,-41.7671291128475,-6.74250437908052,1.29946272364543,-10.5211679354136,17.3724994718173,26.8819175122634,19.4790498482432,-8.29723176443371,-6.66952979851494,-1.60402631054415,-25.6596870336521,7.29895493236704,41.5514299017053,12.2907610766856,-78.6111163058894,-9.77390996209229,-3.14221678086926,-13.4410884171811,15.1202133357137,43.4428612395924,10.7893430885448,-62.8893866128729,-16.5983993950469,-13.2589097284603
"519",2021-10-07,3.06404231715968,14.8440550918679,6.99599870906818,-24.4240813648294,-8.19810109214643,-10.6571790146755,7.55679251079825,24.5337100677053,25.7104775543664,10.3780503026899,-54.4316785421129,-20.5013772279906,-5.18882187655561,-18.8135610438866,9.32006415421336,25.9116206766658,17.0227212750795,-43.0414872694413,-6.39902025182558,0.410085796256827,-9.17495349726853,20.3497959546764,32.4626998884344,20.3055918514327,-11.238260169912,-4.44911880325269,-1.3259451199256,-24.6851615884556,7.64758813769884,42.1518179609084,11.4144590274215,-80.1899340782645,-11.6986647359184,-1.69370668035782,-11.5047318228509,15.5655578366906,43.2782707862328,8.66553809228416,-65.132139360832,-15.8089221573058,-13.4190485467015,-20.9740920600489
"520",2021-10-08,13.6570581507441,6.74476007195747,-24.6449037620298,-7.09986645445731,-10.1646647868979,9.92870438978547,21.8116345112276,20.0861145627853,8.47934396192267,-53.3439459509343,-17.6447981945026,-7.00513323158065,-19.7396002648847,8.98543608142417,20.6003565308277,17.7946906588117,-44.4002152766704,-8.3056264075616,-0.842436043411787,-9.95441821490231,17.9083871709051,30.8599054348404,20.2414218838418,-9.52915066800331,-5.88992720957499,-3.16952361969305,-25.3687927362403,6.88636269398801,41.6038304151603,13.4735293749595,-75.2746894821326,-11.452725833018,-2.20996820757884,-10.3629047780166,14.8272188996995,43.2782707862328,11.9008516485109,-59.9694302355313,-15.0090979267755,-12.5357146722367,-16.5969258132778,30.4463023950632
"521",2021-10-09,4.90879805882106,-22.1134350393701,-10.2679600461007,-13.5667502941764,7.55679251079825,21.1190186152349,20.0255501459011,8.87060640423729,-57.3966848319709,-21.1240593410597,-10.1326247670453,-22.2867866173018,8.52080451207833,19.4326809314368,16.7875747128033,-44.4002152766704,-6.4945371681567,-1.98024713540497,-10.4732551102403,17.4350960736565,28.3871726079796,19.9512320592623,-11.4660183297759,-6.49805536920817,-0.566035479370144,-26.2669372199053,6.73912323526702,41.5593413381365,10.1374837747474,-77.3547851699472,-11.3092777266168,-3.39701690988199,-11.097433071366,15.1741535005504,43.3092821194655,10.0426983749688,-64.7131223963079,-15.6737248273813,-12.4828190781286,-20.0185610072397,30.8295008899582,40.6299378514466
"522",2021-10-10,-25.1590660542432,-9.36062784698974,-13.5667502941764,9.46653895505393,21.84521559228,18.3225062678637,2.86346925822433,-52.1571905948409,-21.2078285534493,-10.953319578892,-22.8755982481488,8.25886681159641,18.8496575287957,13.3091980217378,-39.6264152447775,-8.63922916808845,-4.77198956305039,-11.5441639325017,17.0655419154685,29.9729763232924,18.3638304439529,-11.22533877882,-6.26536843491183,-0.666882599162847,-26.6064289183894,5.93858188086324,41.7266594075605,12.3550193337891,-78.298132217495,-10.8965948687886,-1.97328580925864,-10.6071239715301,14.4253771311256,43.2782707862328,10.6795592762437,-64.385182563933,-15.9648359785026,-11.7379697471473,-16.9434191731278,30.6814903375973,40.5475075414458,14.9488027768734
"523",2021-10-11,-3.4780308435322,-9.15326036278059,11.570702233146,20.7434850072109,17.427784935985,2.26829592837655,-44.0992389028934,-14.6129370323319,-4.13898293928162,-16.9299033772801,5.26829737960951,13.561567886759,12.1235334779956,-32.2569067931749,-9.93784691417004,-1.50197157571769,-10.0439827793149,14.0715798779064,17.8819918893552,15.257719018468,-7.82374286516602,-9.11879628642744,-4.40701614510665,-26.4541130878985,3.40318221397956,33.6703268267256,7.76790864030961,-76.5865865631867,-11.5632170582484,-3.05411622993227,-12.7829790797579,11.675468872425,40.88312274122,6.02482380518952,-65.1737242703305,-14.6451302179451,-12.7360469269148,-21.2070173129944,29.3588389469155,40.3768820319048,10.8822505256303,-91.696292908879
"524",2021-10-12,-5.7809773317644,12.6079148067157,21.7972221621133,17.9797334088602,2.29849426355274,-42.5751747317703,-10.1664738626336,0.897261316559219,-10.1717988080188,8.54440880321481,14.8499466795414,12.0770310682039,-28.5741508531335,-1.13262500284357,7.16784466444152,1.22253100350769,18.3923751264859,23.5612176592467,15.3230876073872,-8.37357551878348,-0.636472119992387,5.94379111022523,-10.1676316754703,9.33467473770993,41.6759229545428,6.5448545045624,-79.3734162419936,-1.77711961233375,9.4982178471989,4.94617817425183,19.3924246481597,43.3293235346008,4.71392378644434,-67.5647453202409,-4.76229486059973,0.766539681165371,1.05341763787393,41.5203981340218,40.3470206651313,9.22184635590555,-94.9567038900117,1.20682390310836
"525",2021-10-13,15.7587696311424,22.5308867874813,18.6027700267469,2.93360723205674,-44.1676016455629,-11.2917022506421,3.49401208690393,-4.99046189272168,9.46873622280668,14.7337850097887,11.8354535868022,-38.2385185775793,0.947192980959536,10.6071554820351,6.34265546957809,20.500098686771,26.3119339814766,15.1921866694103,-10.2635541839991,0.584347097961601,7.85040861072354,-6.08781389475418,11.6687479705268,41.5593413381365,6.10493259054573,-81.2590583945018,0.350290815310957,9.97449694911239,6.3452957650979,25.8783919485852,43.3159171200142,4.45085000589411,-69.7815123557507,-2.51418608908054,1.38635158389159,1.82507020072206,42.409938599408,40.430126399484,9.2081054682111,-97.1665142328893,3.49982533285796,-4.28256161605062
"526",2021-10-14,20.5247571635326,17.5198208099057,2.67441025224354,-43.7723119963864,-13.7260207376706,3.31862753164685,-13.9383635091205,4.58780157801123,12.0872969976072,11.131052925672,-33.5327100940839,-2.69135728747242,8.96245054785521,-2.46091038078601,15.516659994885,18.7405833289061,14.8668141365297,-7.10220617869714,-1.57779637768541,6.65127234070826,-12.7264320143482,4.41441048481724,35.5881081742853,5.79198572064011,-76.2072969750806,-5.17919575002061,8.26753519875201,2.50986176310293,15.5120652206254,42.9166181640927,4.10409939184527,-70.1033283466758,-8.1376088150302,0.998235911644075,0.373979356848885,33.8951958152408,40.6324706927666,8.92124374348135,-100.849941239237,-1.71532677161101,-4.46824154071795,9.63837597567766
"527",2021-10-15,17.2808616243191,2.69368678750711,-44.1873454856305,-14.4501299948664,0.502969615437875,-23.0872708596713,2.39565312131027,11.7358329398407,11.5131526229923,-33.6779005873598,-4.96513086057464,5.67717457608029,-10.1631087101286,13.169443795799,14.4036551027998,15.1981197592469,-8.562382783571,-4.03068880264661,0.0444937213474185,-26.5023692472169,3.08547373760707,28.4212186023562,6.92907019206376,-74.6760659684885,-11.7790864527532,-4.92382325256874,-12.4301217854299,11.1471431263451,34.4857438809456,5.53127059310061,-64.4495817847148,-14.7108843537415,-14.6289462007165,-21.0793294690215,29.3935204201385,37.9600377096075,11.1982026477421,-91.026567732228,-9.06768261719805,-21.2358465081567,-11.300956906236,23.9442921531933
"528",2021-10-16,1.80083111659066,-44.2100764011327,-14.8787227146808,0.787889166354683,-22.9265998434772,0.480548503321738,7.3794453611201,11.051693442724,-38.2385185775793,-2.81793830614893,1.57343265101254,-11.4673003317431,13.2438689106092,7.32212364306078,14.6735943206955,-9.43929625765862,-7.37462826308211,-2.01830443159924,-26.5827707610339,2.48768988195532,25.3435167958033,6.3997287922724,-76.1349467015756,-11.8345043234032,-7.41941641489438,-14.3132018971864,10.8981671576066,30.4497643684328,5.15229956692889,-64.4549145416866,-15.0019298632554,-20.0565590536694,-22.083236937784,27.3666040762039,30.7750922525022,11.16700972899,-90.8032522483982,-11.3250375444321,-25.7392857742431,-13.131631843325,21.1952080972087,34.0320543664137
"529",2021-10-17,-44.1263290057167,-14.4501299948664,0.945463571300245,-23.1683071458672,-1.04232860538064,7.60656045019092,10.2766319113906,-37.2004365332483,-3.74479806467391,0.286635275092908,-11.4673003317431,12.419104646896,8.66190299102162,14.2007304902516,-9.72504972377297,-9.46108335057483,-3.18403262241712,-26.9769507399418,1.14999038776872,24.031410164851,5.59798232371781,-80.8289015381738,-13.7819989806699,-8.95698149720583,-15.4192085061379,10.9918474218215,30.2693711701913,4.25831985421293,-65.1755783745757,-17.1708148411548,-21.4792295731916,-23.8936037219648,28.0209066815319,32.0792082504511,9.72625282129673,-92.1720338107953,-12.1579495157939,-20.9714534046979,-14.3937556629564,21.2705889717705,37.5001835468306,11.9848177713668
"530",2021-10-18,-13.727617580889,2.90346932814421,-22.5821462434531,0.975296067133897,10.4900707225585,10.5187435962362,-15.8399079094243,0.785049705407316,7.31217950095079,-9.53426426505444,11.3852101425908,11.8288264357435,13.7642111219713,9.22886321342884,-1.09379996112828,3.4876220849113,-24.4268472998436,-1.06233330048483,24.3947704755951,5.62882878988341,-70.393373930525,-4.75946216119852,6.0968286566221,-8.0221162826978,7.97970781635873,27.1862876251139,3.77477984103333,-62.4967897509355,-8.36361099358137,-2.93077847162848,-8.61164231838903,27.1374154050777,28.0189328104978,8.12322651494667,-96.2684866931869,-2.27268962189066,-6.90613710973451,6.20710462136042,21.3169792298163,32.8025521359652,8.86059523224111,-69.783978574273
"531",2021-10-19,4.34584123562332,-17.9978252362892,3.22814525405779,9.91695095402061,10.5217529423035,-15.1873039919205,0.378175544257132,8.99062940040272,-5.33287657092199,12.5469804627993,10.3697603995112,13.7820875559442,4.94327779693495,-0.801964275638098,5.47413793103448,-22.6134047386469,-0.548151624467101,21.7616440948037,4.9156590230227,-71.0138973304035,-4.69741645758733,4.79270419883756,-8.81872083764712,10.3569653961737,26.8342157770385,3.32869922139963,-60.7465206409479,-8.29208227181478,-4.71779997619022,-11.7045510019124,27.7801004707324,27.2469988803177,8.00971795310438,-92.0130847187597,-3.21229080458528,-9.4321700723566,-2.02554369231546,23.7710798914046,32.9783238282859,8.95268848929905,-63.0180170885854,-6.50750222424391
"532",2021-10-20,-20.415330955391,0.0580035675012799,10.1895661677711,10.5188646823502,-17.6235299394036,0.945198935371587,8.8513642835241,-4.19053368336043,12.3366803438192,10.3697603995112,13.6904744757103,5.18491278151948,-0.93455828005889,5.05498804066176,-17.4665716527615,-0.220984389413324,22.8475791746508,4.82645094427842,-71.5311686692537,-4.33984523390272,7.48198100353468,-3.68402951539084,10.8095115891577,26.7130715043134,2.99613308674756,-63.7120120527371,-7.23127076150267,-0.912022857390226,-2.53359340675668,28.5469049505144,25.4375513108465,7.80156833746295,-97.4313371884327,-1.47971880390822,-4.73922777907504,7.66033320980731,24.3946093290106,29.6346677581795,8.5782505832664,-69.2524792754649,-3.36613396303407,15.0812482226076
"533",2021-10-21,4.2097021845878,9.56271918422351,10.7099991132223,-14.7652138813586,3.13321966207147,9.93486020593965,3.1753674171199,13.2746911521055,10.3232428412049,13.8774731210453,9.69464438226851,1.98711799656007,6.81809348216064,-11.4192549567748,0.0960092277420278,22.4062453046135,5.00931138947318,-67.2605856592953,-1.18042142518095,9.44909592359287,2.84790699653344,11.5271950965515,26.270271044509,3.40881157639038,-63.001906019164,-3.97501755444127,1.2868826141697,-0.969854193330218,30.9094198646481,31.0997715924128,8.175653427956,-94.4586634016335,0.346251499076252,-4.01742449563282,7.58644395767003,28.1695616647777,37.6210581939559,9.16822932887483,-67.8049771897716,-1.71480473108017,15.1236131672339,5.27839746883911
"534",2021-10-22,10.2502400747017,10.4245706517887,-13.8808603093606,2.49436975363406,8.02858052407391,3.8129709729849,12.7897360198374,10.3697603995112,13.7772073323388,9.03764432746446,2.47344636782816,6.99439406019534,-11.427404724921,0.681289105222422,22.6674711042436,5.09830332111913,-66.2180326335967,-0.87627388918176,7.36409233624928,2.443117161325,11.7388385551489,27.9615861129855,3.41184075506264,-61.8050022673046,-3.39631176687703,1.12847541640061,-1.8221836404195,32.2895731868325,37.2446872166904,8.41361727488949,-96.2184130168611,1.26570653759305,-4.00457589507148,7.64811965596389,29.5581020409956,39.4218062142497,8.75776550231939,-68.0075353192297,-1.56897460311089,15.1872150338304,4.37118151070268,27.8860211782403
"535",2021-10-23,10.2644146786285,-14.4421742943709,2.47730840101003,9.25472680151632,4.30329057848252,13.0628157513353,3.96727407958349,13.5675703482689,10.125418850948,-0.252859474563047,5.15398976812172,-10.9543979008485,2.8084947353513,22.402349872842,4.59849538867231,-62.1195474309224,-3.28421153942905,7.22623960822259,2.80296261478376,12.354242911125,27.8474838077188,3.46859220008232,-63.6269934269356,-7.36462825094748,0.964674942369502,-1.16445823578812,32.6771114501428,37.4609609481055,8.23758399508492,-91.3875776305891,-0.15263567315275,-3.99182268129976,8.25021196676051,32.7106671235404,40.4344057194768,9.09092399232875,-67.5518053197043,-1.89908064584461,15.4288237193907,5.76942958193524,32.2411806629539,33.1724471765789
"536",2021-10-24,-11.6711848190081,2.10421927250392,6.75151896286719,4.27073697974121,12.3463057788749,3.72081230409605,13.0095992592212,9.84263353397439,0.0907111225357829,5.05091688259917,-16.8544830778405,-0.279562457694067,16.1729052315649,3.778069260356,-62.1195474309224,-2.97543764477878,3.58579017002034,-0.126864043751711,9.7847302805796,27.0705294116577,1.97137208749542,-63.0119552641728,-8.803012162077,-6.63172761609973,-9.1563284650928,27.2372117415796,28.5620096633247,6.93943340452107,-91.0021660348041,-6.8316820985987,-14.5972922361258,-4.35706649644652,21.518457260339,33.3134188960911,7.83282792684992,-63.4509506153225,-11.3555884082143,4.66132624429912,-9.83293532037523,16.3523452971517,29.6513707109075,1.33676500933248
"537",2021-10-25,2.16355723515092,7.4294780027876,2.8338329383047,12.3753836274477,3.89605801413165,12.62729564278,9.77255829721358,-3.1512423275381,3.10308949571457,-16.7869553381267,-1.80047592661102,17.6697179336404,3.70951081361179,-62.1195474309224,-8.14545359095114,0.714921374643726,-8.51116248255071,8.21518045761553,23.5938838557364,2.15030813559126,-62.6256994387538,-12.6671047775087,-14.4905247892293,-16.28455117171,26.8283210026862,23.9944501046908,7.66509759341321,-90.6381074608958,-12.1004624177534,-23.0410605790055,-9.54459159777343,21.1503993252326,29.3327151034936,8.58180208828496,-63.9887207495703,-14.2844568273697,2.32621380731293,-13.7823070644781,15.7379941612885,26.4423624263329,2.14141799619198,-70.4277674305611
"538",2021-10-26,6.04714204524371,3.67121101411376,11.6930294707424,2.87815615647523,12.62729564278,12.5693986733537,-0.23720106918121,4.73679489734901,-17.280596803232,-1.80613018030608,16.0320111743243,3.62442280192621,-57.1085994358471,-5.38744386575467,4.71149858810055,-0.858474835535989,7.2976360498676,20.7534897601972,1.53354706676947,-59.5012989324597,-8.38655929950277,-4.14939555622896,-4.91587586941711,26.8762469193757,22.4531983245671,6.77512402668712,-87.2462223467918,-4.7208639000832,-10.7964796932971,3.48343360929433,22.5181541421756,27.2678494960103,7.81570420880664,-62.22668476904,-8.34516252031922,10.6212068035313,1.92419952372796,21.1793143129185,30.1471684671244,1.09984805425026,-70.6479269576484,25.2288499242814
"539",2021-10-27,2.2205180778736,12.4126830570104,3.31587950911119,12.9186686557951,9.70250124764112,-6.43953880588594,0.832170619892369,-24.0725506658218,-2.8379776296184,17.7955821166292,4.01591354571113,-62.1201785964748,-8.96308318914698,-4.47663454513142,-10.7784799141498,7.07029367133804,23.0085752550781,2.50860441342154,-62.2270228807059,-15.1315157734907,-16.7820539183325,-19.8969434297855,26.0277427336385,23.9620344923044,7.99245078941125,-89.5988041324306,-11.9168368320783,-27.3339239683346,-11.8571247024219,21.100068531063,28.7160387159347,9.31936772282961,-60.3258839866213,-14.3432794386209,1.42395498662405,-15.6760174521125,16.4788992272956,26.5201612476591,3.13909836142453,-65.6069637004488,20.8184388228805,-62.490219842597
"540",2021-10-28,12.4161857424025,3.68847686341178,12.9189876022429,13.2255960669114,-7.91825758573199,-2.24241080326889,-24.2507551165293,-3.8170789694611,19.3533088601286,4.07238197515219,-62.1195474309224,-13.0178131213593,-6.20761833297131,-12.380083594524,7.10235353625518,24.3806122783054,2.99613308674756,-60.3735967079584,-17.8776230386288,-14.9622777302785,-18.960633118893,25.9042916030982,24.9678380681215,8.14754347142281,-90.5100139157287,-12.5929697375671,-24.7039613752181,-13.176416490917,20.8968179182372,29.6629442109014,9.3294321416668,-60.8774148820492,-15.6928603442394,1.13560204830276,-15.8317463196397,15.7300126483505,24.4337551447949,3.14193171195337,-66.1323258648687,19.7718525129693,-62.726301336238,-11.4691771026701
"541",2021-10-29,2.11987462147373,12.8868563197695,11.3535342071914,-10.6724545817424,-0.714420968706402,-24.4526787287048,-5.40498188215566,16.3829200156559,4.22833210660374,-59.9443054841273,-11.4366210738839,-6.39012855196382,-11.348081573884,2.93373798684877,23.9171951931524,2.41038558980572,-62.2676507192512,-17.2737390059685,-15.5263855669434,-18.0783573773902,24.2662429585729,22.241525723362,7.8348996473724,-90.110784935609,-12.1281480601143,-24.6299087949672,-10.8963332175681,21.014980187494,27.9300139873713,9.03010037099568,-61.4215332270025,-15.7892442476258,-0.595066301013887,-14.6351682234515,16.4907658590315,23.8784082612974,2.95338395846817,-66.4740166474166,19.6691985397569,-61.3409426793285,-7.91580751516874,-6.27471798456374
"542",2021-10-30,11.7506456093421,11.9983064090197,-8.05714560383869,-2.82122284233605,-25.4471792079684,-6.13195735723413,13.3994830205549,3.39146173456908,-62.1195474309224,-11.4274339786903,-7.35964929602497,-11.6035925790106,2.0879823856705,16.5864615977839,2.15443303630956,-62.4435681300317,-14.6451302179451,-16.3653286290977,-17.9024894460139,24.051946009206,17.0467530004855,7.02025079419388,-90.1034214007189,-11.5797760659197,-24.7739333086091,-9.96738525176995,20.249479427502,23.7659240661248,8.06292720507482,-60.7356891866518,-15.7101637355703,-0.799196509745876,-16.1940808587675,15.0005634009133,19.0524187148858,1.9146805856477,-66.0612301869744,19.6189794413145,-62.490219842597,-10.6543696616548,-9.91276273837399,20.4696941654993
"543",2021-10-31,11.1317196204843,-8.4951002827604,-4.10090359444556,-24.8782110086496,-6.15639988820735,13.312081588891,-6.37176997549954,-61.6003163619929,-13.1597847303187,-8.70809554840281,-12.7138234871032,3.00042399357315,17.2109989286994,-3.74773657064123,-63.5034500465468,-16.694554972408,-19.2962045043778,-20.7459494413303,24.7050485565075,19.2136348199328,5.8923161397487,-90.5100139157287,-12.1088626468014,-26.1721128708066,-13.0266331141555,19.5820758322571,21.1542842666178,7.11590473224385,-60.788330159228,-15.6283516958884,1.10246554270129,-15.2342650531188,15.5355125680659,14.6600467660533,0.748285920631788,-66.0528659895751,19.6502172390497,-64.5398135505679,-11.5518721869215,-9.7590450865772,18.2942916495151,3.30257804680588
"544",2021-11-01,-14.3403197930186,-6.48674506677297,-26.5827707610339,-9.02699583039178,13.3287206474579,-4.67844421869081,-70.3406735549426,-25.098004796247,-13.7478064545856,-17.9394638685666,2.4051097424301,17.8052342765265,-0.880647461577258,-64.8919745892364,-25.9337387359002,-23.8103496791091,-25.1404545058994,24.0138701443492,20.0137177734589,6.27290837752675,-94.247489350124,-21.774735208214,-33.8569152370095,-15.9796098000754,18.6728037112206,21.8452427654977,7.19982952775911,-64.2245657184242,-19.9601011148349,-4.1383435107521,-19.6540713198916,13.8558125602722,15.086385823467,0.767818452967164,-68.7776231614748,14.9146190104312,-72.5836184281178,-11.7825422908172,-12.2220909202071,18.6540644089394,3.59280046184171,-59.1522395678251
